Sample Number,Follow Number,Date_Collected,Who_Collected,Time_Collected,Orangutan_ID,First_Urine_Day,Dirt_Fecal,CAMP/LAB_specgravitymeter,Site,Species,Age_Class,Creatinine_Result,CV,Status
1203,8015,08-Jun-16,Suwi,5:01:00 AM,Kerry,FALSE,FALSE,1.038,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.470,3.7,ok
1204,8020,08-Jun-16,Isman,4:59:00 AM,Danum,FALSE,FALSE,1.026,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),0.548,7.7,ok
1205,8021,09-Jun-16,Abuk,7:09:00 AM,Kerry,FALSE,FALSE,1.018,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.291,2.1,ok
1206,8023,09-Jun-16,Rahmatd,5:30:00 AM,Kondor,TRUE,FALSE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.200,3.0,ok
1207,8028,10-Jun-16,Isman,5:05:00 AM,Kerry,FALSE,FALSE,1.014,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.233,10.6,ok
1208,8027,10-Jun-16,Rebecca,5:56:00 AM,Kerry,TRUE,FALSE,1.024,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.112,1.7,ok
1209,8031,11-Jun-16,Suwi,5:22:00 AM,Kerry,TRUE,FALSE,1.033,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.489,0.3,ok
1210,8035,12-Jun-16,Idun,5:21:00 AM,Kerry,TRUE,FALSE,1.038,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.515,8.2,ok
1211,8039,13-Jun-16,Isman,6:30:00 AM,Desy,TRUE,FALSE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.541,0.7,ok
1212,8042,14-Jun-16,Yulia,4:46:00 AM,Desy,TRUE,TRUE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.518,2.0,ok
1214,8050,15-Jun-16,Yulia,7:32:00 AM,Streisel,FALSE,TRUE,1.005,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.069,9.1,ok
1215,8052,16-Jun-16,Isman,6:58:00 AM,Gismo,FALSE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.190,1.2,ok
1216,8053,16-Jun-16,Tono,5:30:00 AM,Jinak,TRUE,FALSE,1.041,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.845,1.4,ok
1217,8058,17-Jun-16,Abuk,5:34:00 AM,Jinak,TRUE,FALSE,1.040,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.017,11.2,ok
1218,8057,17-Jun-16,Idun,5:37:00 AM,Gismo,TRUE,FALSE,1.036,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.889,1.9,ok
1219,8060,17-Jun-16,Yulia,8:26:00 AM,Streisel,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),,,
1220,8063,18-Jun-16,Tono,4:38:00 AM,Jinak,TRUE,FALSE,1.034,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.854,3.9,ok
1221,8062,18-Jun-16,Abuk,9:52:00 AM,Gismo,TRUE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.742,3.1,ok
1222,8073,24-Jun-16,Isman,5:22:00 AM,Tomi,FALSE,FALSE,1.028,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.738,1.5,ok
1223,8076,26-Jun-16,Abuk,5:22:00 AM,Tomi,TRUE,FALSE,1.029,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.940,1.4,ok
1224,8077,26-Jun-16,Suwi,5:27:00 AM,Kondor,TRUE,TRUE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.409,0.2,ok
1225,8080,27-Jun-16,Isman,11:29:00 AM,Mawas,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,semi-independent immature (juveniles),0.335,1.6,ok
1226,8086,29-Jun-16,Suwi,5:36:00 AM,Mindy,TRUE,FALSE,1.010,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.155,2.3,ok
1227,8090,30-Jun-16,Suwi,5:35:00 AM,Mindy,TRUE,FALSE,1.054,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.12,4.0,ok
1228,8089,30-Jun-16,Tono,6:51:00 AM,Mawas,TRUE,TRUE,1.037,Tuanan,Pongo pygmaeus wurmbii,semi-independent immature (juveniles),0.447,10.4,ok
1229,8093,01-Jul-16,Idun,5:32:00 AM,Mawas,TRUE,TRUE,1.037,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.553,1.1,ok
1230,8094,01-Jul-16,Abuk,5:22:00 AM,Mindy,TRUE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.899,1.7,ok
1231,8096,02-Jul-16,Pierre,7:01:00 AM,Tomi,TRUE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1232,8097,02-Jul-16,Rebecca,5:31:00 AM,Mawas,TRUE,FALSE,1.024,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.254,4.0,ok
1233,8098,02-Jul-16,"Jade, Hanon?",5:36:00 AM,Mindy,TRUE,FALSE,1.041,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.887,0.3,ok
1234,8100,03-Jul-16,Rebecca,9:25:00 AM,Mawas,FALSE,TRUE,1.024,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),,,
1235,8101,03-Jul-16,Jade,5:24:00 AM,Mindy,TRUE,FALSE,1.029,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.782,3.0,ok
1236,8106,04-Jul-16,Rebecca,5:36:00 AM,Ipsy,TRUE,FALSE,1.044,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.584,2.6,ok
1237,8108,05-Jul-16,Nanon,5:36:00 AM,Ipsy,TRUE,FALSE,1.033,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.552,0.5,ok
1238,8112,06-Jul-16,Yulia,5:41:00 AM,Ipsy,TRUE,FALSE,1.028,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.552,3.6,ok
1239,8114,07-Jul-16,Rebecca,5:35:00 AM,Ipsy,TRUE,FALSE,1.043,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.727,1.2,ok
1240,8113,07-Jul-16,Rebecca,5:24:00 AM,Inul,TRUE,FALSE,1.039,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.676,2.0,ok
1241,8115,08-Jul-16,Jade,5:50:00 AM,Inul,TRUE,FALSE,1.041,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.330,5.2,ok
1242,8117,08-Jul-16,Rebecca,5:48:00 AM,Ipsy,TRUE,FALSE,1.039,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.834,8.5,ok
1243,8118,09-Jul-16,Julia,7:15:00 AM,Inul,TRUE,FALSE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.387,3.2,ok
1244,8123,10-Jul-16,Nanon,5:43:00 AM,Ipsy,TRUE,TRUE,1.030,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.502,1.2,ok
1245,8121,10-Jul-16,Anna,5:45:00 AM,Inul,TRUE,FALSE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.577,1.5,ok
1246,8131,13-Jul-16,Suwi,4:36:00 AM,Charlie,TRUE,TRUE,1.031,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.488,2.4,ok
1247,8129,13-Jul-16,Rebecca,5:40:00 AM,Cinta,TRUE,TRUE,1.034,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.626,3.9,ok
1248,8136,14-Jul-16,Isman,5:22:00 AM,Unknown unflanged male,FALSE,FALSE,1.036,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,0.722,2.1,ok
1249,8133,14-Jul-16,Julia,6:24:00 AM,Cinta,TRUE,TRUE,1.039,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.720,7.2,ok
1250,8135,14-Jul-16,Suwi,6:24:00 AM,Charlie,TRUE,FALSE,1.035,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.566,2.3,ok
1251,8140,15-Jul-16,Abuk,5:29:00 AM,Unknown unflanged male,TRUE,TRUE,1.029,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,0.690,0.7,ok
1252,8138,15-Jul-16,Suwi,6:24:00 AM,Cinta,TRUE,FALSE,1.039,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.138,5.8,ok
1253,8144,16-Jul-16,Tono,5:27:00 AM,Jip,TRUE,FALSE,1.029,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.823,3.7,ok
1254,8142,16-Jul-16,Julia,7:31:00 AM,Cinta,TRUE,FALSE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.221,8.2,ok
1255,8149,17-Jul-16,Abuk,5:21:00 AM,Jip,TRUE,FALSE,1.038,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.972,0.8,ok
1256,8158,19-Jul-16,Rebecca,10:42:00 AM,Ted,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,
1257,8156,19-Jul-16,Isman,5:15:00 AM,Tina,FALSE,FALSE,1.037,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.848,2.7,ok
1258,8165,20-Jul-16,Isman,6:55:00 AM,Milo,FALSE,FALSE,1.039,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.623,5.1,ok
1259,8162,20-Jul-16,Julia,5:03:00 AM,Tina,TRUE,FALSE,1.032,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.563,2.8,ok
1260,8164,20-Jul-16,Daniel,5:14:00 AM,Ted,TRUE,TRUE,1.018,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,
1261,8163,20-Jul-16,Suwi,5:01:00 AM,Tuk-Tuk,TRUE,FALSE,1.022,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),0.366,4.8,ok
1262,8167,21-Jul-16,Isman,5:42:00 AM,Tina,FALSE,FALSE,1.033,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.552,1.1,ok
1263,8168,21-Jul-16,Tono,5:42:00 AM,Ted,TRUE,FALSE,1.020,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,0.244,1.7,ok
1264,8172,22-Jul-16,Abuk,5:20:00 AM,Ted,TRUE,FALSE,1.040,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,0.659,11.5,ok
1265,8173,22-Jul-16,Rebecca,10:18:00 PM,Niko,FALSE,FALSE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.974,6.6,ok
1266,8170,22-Jul-16,Julia,5:15:00 AM,Tina,TRUE,FALSE,1.033,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.713,4.1,ok
1267,8170,22-Jul-16,Julia,12:28:00 PM,Tina,FALSE,FALSE,,,,adult female with dependent,,,
1268,8178,23-Jul-16,Tono,6:06:00 AM,Niko,TRUE,FALSE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.208,1.2,ok
1269,8179,23-Jul-16,Abuk,8:42:00 AM,Ekko,FALSE,FALSE,1.033,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.690,1.6,ok
1213,8048,15-Jun-16,Isman,5:53:00 AM,Jinak,FALSE,FALSE,1.044,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.805,0.9,ok
1771,9892,02-Aug-18,Abuk,5:39:00 AM,Milo,TRUE,FALSE,1.017,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.807,2.3,ok
1772,9894,05-Aug-18,Abuk,4:45:00 AM,Whisky,TRUE,FALSE,1.030,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,2.038,1.8,ok
1773,9896,06-Aug-18,Isman,5:18:00 AM,Sugus,FALSE,FALSE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.445,0.7,ok
1774,Camera crew day - no focal,24-Aug-18,Abuk,4:50:00 AM,Juni,FALSE,FALSE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.353,2.0,ok
1775,9915,25-Aug-18,Abuk,5:45:00 AM,Sugus,FALSE,TRUE,1.009,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.501,5.7,ok
1776,9924,31-Aug-18,Idun,5:02:00 AM,Wodan,FALSE,TRUE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.866,1.2,ok
1777,9928,02-Sep-18,Suwi,4:33:00 AM,Dado,TRUE,FALSE,1.010,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.742,3.0,ok
1778,9930,02-Sep-18,Isman,4:57:00 AM,Tina,TRUE,FALSE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.393,12.8,ok
1779,9929,02-Sep-18,Abuk,5:02:00 AM,Dado,TRUE,FALSE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.068,3.9,ok
1780,9931,03-Sep-18,Isman,8:13:00 AM,Opa,FALSE,FALSE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.346,8.2,ok
1781,9935,05-Sep-18,Tono,5:06:00 AM,Dado,TRUE,FALSE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.824,1.9,ok
1782,9936,05-Sep-18,Isman,4:46:00 AM,Preman,TRUE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.318,4.0,ok
1783,9938,06-Sep-18,Isman,5:04:00 AM,Opa,TRUE,FALSE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.327,3.7,ok
1784,9937,06-Sep-18,Tono,5:01:00 PM,Dado,TRUE,FALSE,1.040,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,3.639,8.3,ok
1785,9941,07-Sep-18,Tono,5:08:00 AM,Opa,FALSE,FALSE,1.008,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1786,9940,07-Sep-18,Abuk,4:48:00 AM,Dado,FALSE,FALSE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.757,1.0,ok
1787,9945,08-Sep-18,Idun,1:14:00 PM,Whisky,FALSE,FALSE,1.033,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,3.335,0.7,ok
1788,9949,10-Sep-18,Isman,5:10:00 AM,Tomi,TRUE,TRUE,1.038,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,3.816,1.6,ok
1789,9951,11-Sep-18,Isman,5:56:00 AM,Dado,FALSE,TRUE,,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1790,9954,11-Sep-18,Alysse,9:18:00 AM,Dayak,FALSE,TRUE,1.038,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1791,9955,12-Sep-18,Isman,4:16:00 AM,Tina,TRUE,FALSE,1.028,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.677,5.4,ok
1792,9955,12-Sep-18,Alysse,8:26:00 AM,Tina,FALSE,FALSE,1.027,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
1793,9955,12-Sep-18,Isman,11:10:00 AM,Tina,FALSE,TRUE,1.033,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.029,2.0,ok
1794,9957,13-Sep-18,Isman,5:40:00 AM,Tuko,TRUE,FALSE,1.031,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.084,1.8,ok
1795,9958,31-Oct-18,Abuk,1:53:00 PM,Tina,FALSE,TRUE,1.036,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
1796,9960,14-Sep-18,Abuk,7:26:00 AM,Tuko,FALSE,FALSE,1.018,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1797,9961,14-Sep-18,Suwi,10:23:00 AM,Tina,FALSE,FALSE,1.025,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.648,1.7,ok
1798,9963,15-Sep-18,Pak Rahmatd,10:46:00 AM,Juni,FALSE,TRUE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
1799,9969,18-Sep-18,Idun,5:11:00 AM,Desy,TRUE,TRUE,1.024,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
1800,9972,19-Sep-18,Isman,11:25:00 AM,Juni,FALSE,FALSE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
1801,9974,20-Sep-18,Abuk,9:59:00 AM,Desy,FALSE,FALSE,1.006,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.363,11.6,ok
1802,9979,21-Sep-18,Suwi,4:32:00 AM,Dado,TRUE,FALSE,1.009,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.533,3.6,ok
1803,9980,21-Sep-18,Isman,7:00:00 AM,Ekko,FALSE,FALSE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.456,12.6,ok
1804,9982,22-Sep-18,Abuk,5:58:00 AM,Ekko,FALSE,FALSE,1.014,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.857,3.6,ok
1805,9985,25-Sep-18,Shaylyn,1:10:00 PM,Ted,FALSE,FALSE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,0.513,2.5,ok
1806,9992,28-Sep-18,Suwi,5:34:00 AM,Tuko,FALSE,FALSE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.327,6.6,ok
1807,9997,01-Oct-18,Abuk,11:59:00 AM,Vini,FALSE,TRUE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,
1808,10002,03-Oct-18,Pak Rahmatd,6:20:00 AM,Momo,FALSE,FALSE,1.009,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1809,10005,04-Oct-18,Suwi,4:54:00 AM,Wodan,TRUE,TRUE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1810,10012,06-Oct-18,Suwi,12:54:00 PM,Wodan,FALSE,FALSE,1.022,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.768,0.6,ok
1811,10013,06-Oct-18,Isman,5:05:00 AM,Mindy,TRUE,FALSE,1.009,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.469,1.4,ok
1812,10016,07-Oct-18,Isman,4:50:00 AM,Mindy,TRUE,TRUE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.647,14.6,ok
1813,10015,07-Oct-18,Suwi,12:40:00 PM,Tuko,FALSE,TRUE,1.010,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.797,14.4,ok
1814,10022,09-Oct-18,Pak Rahmatd,4:56:00 AM,Mindy,FALSE,FALSE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.804,5.5,ok
1815,10025,10-Oct-18,Isman,10:55:00 AM,Otto,FALSE,FALSE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.334,1.8,ok
1816,10023,10-Oct-18,Suwi,4:42:00 AM,Mindy,TRUE,FALSE,1.008,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.487,11.2,ok
1817,10024,10-Oct-18,Idun,12:16:00 PM,Dado,FALSE,FALSE,1.008,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.769,14.1,ok
1818,10026,11-Oct-18,Isman,5:10:00 AM,Otto,FALSE,TRUE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1819,10032,16-Oct-18,Idun,4:20:00 AM,Kerry,TRUE,TRUE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.426,6.2,ok
1820,10035,17-Oct-18,Abuk,4:34:00 AM,Kerry,TRUE,FALSE,1.020,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.023,1.0,ok
1821,10036,17-Oct-18,Suwi,4:46:00 AM,Tuko,TRUE,FALSE,1.010,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1822,10037,18-Oct-18,Tono,10:05:00 AM,Kerry,TRUE,TRUE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.317,6.4,ok
1823,10039,18-Oct-18,Isman,5:46:00 AM,Dayak,FALSE,FALSE,1.014,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.744,6.3,ok
1824,10041,19-Oct-18,Isman,4:32:00 AM,Kerry,TRUE,TRUE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.897,4.1,ok
1825,10044,21-Oct-18,Pak Rahmatd,4:49:00 AM,Kondor,FALSE,FALSE,1.008,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
1826,10048,22-Oct-18,Isman,5:42:00 AM,Desy,TRUE,TRUE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.708,3.7,ok
1827,10049,23-Oct-18,Idun,9:17:00 AM,Ekko,FALSE,TRUE,1.017,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1828,10051,24-Oct-18,"Pak Rahmatd, Shaylyn",4:37:00 AM,Ekko,FALSE,FALSE,1.020,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,3.827,2.5,ok
1829,10052,24-Oct-18,Isman,9:35:00 AM,Miky,FALSE,FALSE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,0.671,6.9,ok
1830,10057,26-Oct-18,Shaylyn,12:24:00 PM,Milo,FALSE,FALSE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.554,1.7,ok
1831,10059,27-Oct-18,Tono,5:04:00 AM,Milo,FALSE,FALSE,1.006,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.908,7.3,ok
1832,10065,30-Oct-18,Isman,8:43:00 AM,Dado,FALSE,FALSE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1833,10069,01-Nov-18,Suwi,9:47:00 AM,Dado,FALSE,FALSE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.561,0.7,ok
1834,10071,01-Nov-18,Tono,4:25:00 AM,Juni,TRUE,TRUE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.101,0.4,ok
1835,10070,01-Nov-18,Isman,4:34:00 PM,Ekko,FALSE,FALSE,1.006,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.438,14.4,ok
1836,10074,02-Nov-18,Tono,4:44:00 AM,Ekko,TRUE,FALSE,1.006,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.522,11.8,ok
1837,10075,03-Nov-18,Abuk,8:48:00 AM,Ekko,FALSE,FALSE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.367,0.9,ok
1838,10079,07-Nov-18,Tono,9:52:00 AM,Whisky,TRUE,FALSE,1.006,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.414,0.5,ok
1839,10080,08-Nov-18,Isman,8:04:00 AM,Whisky,FALSE,FALSE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1840,10082,09-Nov-18,Abuk,4:39:00 AM,Kondor,TRUE,FALSE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.495,0.7,ok
1841,10092,17-Nov-18,Abuk,5:13:00 AM,Max,TRUE,TRUE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1842,10097,21-Nov-18,Isman,4:47:00 AM,Mindy,TRUE,FALSE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.699,5.9,ok
1843,10100,22-Nov-18,Tono,4:56:00 AM,Mindy,TRUE,TRUE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.120,3.5,ok
1844,10100,22-Nov-18,Shaylyn,11:41:00 AM,Mindy,FALSE,TRUE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
1845,10103,23-Nov-18,Idun,5:01:00 AM,Mindy,TRUE,TRUE,1.008,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.386,1.7,ok
1846,10102,23-Nov-18,Abuk,9:50:00 AM,Juni,FALSE,TRUE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.257,9.0,ok
1847,10107,25-Nov-18,Abuk,9:39:00 AM,Juni,FALSE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.875,1.5,ok
1848,10108,26-Nov-18,Isman,4:51:00 AM,Juni,FALSE,TRUE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
1849,10111,27-Nov-18,Tono,4:40:00 AM,Jane,FALSE,TRUE,1.014,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),,,
1850,10111,27-Nov-18,Shaylyn,9:02:00 AM,Gismo,FALSE,TRUE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1851,10111,27-Nov-18,Shaylyn,12:46:00 PM,Juni,FALSE,TRUE,1.018,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,1.208,1.1,ok
1852,10114,28-Nov-18,"Sophia, Shay",8:04:00 AM,Juni,FALSE,FALSE,1.008,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.778,4.7,ok
1853,10115,28-Nov-18,Isman,4:25:00 AM,Kiki,TRUE,FALSE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,0.559,1.2,ok
1854,10116,29-Nov-18,Shaylyn,2:55:00 PM,Mawas,FALSE,TRUE,1.016,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),,,
1855,10118,30-Nov-18,Abuk,7:29:00 AM,Unknown flanged male,FALSE,TRUE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.273,2.9,ok
1856,10119,01-Dec-18,Tono,7:46:00 AM,Unknown flanged male,FALSE,TRUE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.423,3.3,ok
1857,10119,01-Dec-18,Shaylyn,9:56:00 AM,Unknown flanged male,FALSE,TRUE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.375,13.8,ok
1858,10120,02-Dec-18,Shaylyn,8:37:00 AM,Ekko,FALSE,TRUE,1.006,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.149,3.8,ok
1859,10121,05-Dec-18,Sophia,10:46:00 AM,Dayak,FALSE,FALSE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.559,1.7,ok
1860,10123,06-Dec-18,Shaylyn,10:34:00 AM,Ipsy,FALSE,TRUE,1.010,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.385,2.0,ok
1861,10124,06-Dec-18,Shaylyn,2:25:00 PM,Dayak,FALSE,TRUE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1862,10126,07-Dec-18,Suwi,9:31:00 AM,Whisky,FALSE,FALSE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.323,1.1,ok
1863,10128,08-Dec-18,Shaylyn,5:42:00 AM,Niko,FALSE,TRUE,1.010,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1864,10130,09-Dec-18,Abuk,4:46:00 AM,Niko,FALSE,TRUE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.199,8.4,ok
