SampleNumber,Dummy_sampleNumber,FollowNumber,Date_Collected,Orangutan_ID,Orangutan_ID#,Time_Collected,First_Urine_Day,Site,Age_Class,AgeClassCond,Analysis_Date,Creatinine_Result,CV,SGmeter,Sex,Habitat_Wide,HI_Low_FAI_Quartiles,SG1,CrSG1,Sg12,,,RES_1,,
744,370,6652,22-Nov-14,Milo,19,5:11:00 AM,1,Tuanan,adult female with dependent,adult female,15-Oct-15,0.35800000000,3.2000000000,1.018,Female,5.743651753,High,0.018,19.888888890000000,0.000324000000000,,,-0.18560,,
1172,390,7897,16-May-16,Milo,19,5:20:00 AM,0,Tuanan,adult female with dependent,adult female,14-Jun-19,0.32000000000,9.1000000000,1.019,Female,0.505801845,Low,0.019,16.842105260000000,0.000361000000000,,,-0.24935,,
741,398,6646,20-Nov-14,Milo,19,5:34:00 AM,1,Tuanan,adult female with dependent,adult female,15-Oct-15,0.45200000000,2.5000000000,1.019,Female,5.743651753,High,0.019,23.789473680000000,0.000361000000000,,,-0.11735,,
621,411,6310,15-Jun-14,Milo,19,5:35:00 AM,1,Tuanan,adult female no dependent,adult female,20-May-15,0.65100000000,0.2000000000,1.019,Female,3.126879134,Low,0.019,34.263157890000000,0.000361000000000,,,0.08165,,
1362,432,8655,12-Jan-17,Milo,19,5:05:00 AM,1,Tuanan,adult female with dependent,adult female,17-Mar-20,0.39900000000,0.8000000000,1.020,Female,2.173913043,Low,0.020,19.950000000000000,0.000400000000000,,,-0.19563,,
497,442,5842,28-Oct-13,Milo,19,4:50:00 AM,1,Tuanan,adult female no dependent,adult female,27-Apr-15,0.49400000000,1.1000000000,1.020,Female,4.170000000,High,0.020,24.700000000000000,0.000400000000000,,,-0.10063,,
626,445,6322,18-Jun-14,Milo,19,5:24:00 AM,1,Tuanan,adult female no dependent,adult female,20-May-15,0.54300000000,1.9000000000,1.020,Female,3.126879134,Low,0.020,27.150000000000000,0.000400000000000,,,-0.05163,,
875,450,7087,25-May-15,Milo,19,5:12:00 AM,1,Tuanan,adult female with dependent,adult female,4-Sep-19,0.65700000000,0.8000000000,1.020,Female,1.951000000,Low,0.020,32.850000000000000,0.000400000000000,,,0.06237,,
891,454,7118,8-Jun-15,Milo,19,4:59:00 AM,1,Tuanan,adult female with dependent,adult female,1-Nov-19,0.72400000000,0.8000000000,1.020,Female,2.569000000,Low,0.020,36.200000000000000,0.000400000000000,,,0.12937,,
512,463,5955,25-Dec-13,Milo,19,6:59:00 AM,0,Tuanan,adult female no dependent,adult female,29-Apr-15,0.06800000000,13.4000000000,1.021,Female,8.140000000,High,0.021,3.238095238000000,0.000441000000001,,,-0.55145,,
1164,467,7884,14-May-16,Milo,19,7:11:00 AM,1,Tuanan,adult female with dependent,adult female,14-Jun-19,0.31100000000,5.0000000000,1.021,Female,0.505801845,Low,0.021,14.809523810000000,0.000441000000001,,,-0.30845,,
881,484,7095,29-May-15,Milo,19,5:02:00 AM,1,Tuanan,adult female with dependent,adult female,28-Oct-19,0.75400000000,1.2000000000,1.021,Female,1.951000000,Low,0.021,35.904761900000000,0.000441000000001,,,0.13455,,
855,494,7039,8-May-15,Milo,19,4:54:00 AM,1,Tuanan,adult female with dependent,adult female,4-Sep-19,0.29300000000,2.4000000000,1.022,Female,1.951000000,Low,0.022,13.318181820000000,0.000484000000000,,,-0.35079,,
1169,496,7892,15-May-16,Milo,19,5:34:00 AM,1,Tuanan,adult female with dependent,adult female,14-Jun-19,0.32200000000,4.4000000000,1.022,Female,0.505801845,Low,0.022,14.636363640000000,0.000484000000000,,,-0.32179,,
514,521,5959,26-Dec-13,Milo,19,11:31:00 AM,0,Tuanan,adult female no dependent,adult female,29-Apr-15,0.23600000000,2.2000000000,1.023,Female,8.140000000,High,0.023,10.260869570000000,0.000529000000000,,,-0.43167,,
1121,523,7771,13-Mar-16,Milo,19,6:24:00 AM,1,Tuanan,adult female with dependent,adult female,24-Jun-19,0.27000000000,6.1000000000,1.023,Female,0.558659218,Low,0.023,11.739130430000000,0.000529000000000,,,-0.39767,,
1009,524,7512,30-Nov-15,Milo,19,6:07:00 AM,1,Tuanan,adult female with dependent,adult female,24-Jun-19,0.27400000000,1.4000000000,1.023,Female,3.448000000,Low,0.023,11.913043480000000,0.000529000000000,,,-0.39367,,
1163,563,7882,12-May-16,Milo,19,5:21:00 AM,1,Tuanan,adult female with dependent,adult female,14-Jun-19,3.10000000000,3.1000000000,1.023,Female,0.505801845,Low,0.023,134.782608700000000,0.000529000000000,,,2.43233,,
1159,566,7875,10-May-16,Milo,19,5:08:00 AM,1,Tuanan,adult female with dependent,adult female,18-Jul-19,0.22800000000,3.5000000000,1.024,Female,0.505801845,Low,0.024,9.500000000000000,0.000576000000000,,,-0.46308,,
1178,575,7909,18-May-16,Milo,19,5:13:00 AM,1,Tuanan,adult female with dependent,adult female,14-Jun-19,0.41100000000,8.4000000000,1.024,Female,0.505801845,Low,0.024,17.125000000000000,0.000576000000000,,,-0.28008,,
1181,601,7915,19-May-16,Milo,19,5:36:00 AM,1,Tuanan,adult female with dependent,adult female,14-Jun-19,0.41400000000,7.7000000000,1.025,Female,0.505801845,Low,0.025,16.560000000000000,0.000625000000001,,,-0.30002,,
888,616,7115,7-Jun-15,Milo,19,5:08:00 AM,1,Tuanan,adult female with dependent,adult female,1-Nov-19,0.78300000000,1.2000000000,1.025,Female,2.569000000,Low,0.025,31.320000000000000,0.000625000000001,,,0.06898,,
1165,659,7886,14-May-16,Milo,19,4:58:00 AM,1,Tuanan,adult female with dependent,adult female,14-Jun-19,0.38000000000,7.7000000000,1.027,Female,0.505801845,Low,0.027,14.074074070000000,0.000729000000000,,,-0.37850,,
1008,667,7509,29-Nov-15,Milo,19,5:24:00 AM,1,Tuanan,adult female with dependent,adult female,24-Jun-19,0.60300000000,2.0000000000,1.027,Female,3.448000000,Low,0.027,22.333333330000000,0.000729000000000,,,-0.15550,,
1315,690,8287,24-Aug-16,Milo,19,5:40:00 AM,1,Tuanan,adult female with dependent,adult female,11-Mar-20,0.47900000000,1.7000000000,1.028,Female,0.478755236,Low,0.028,17.107142860000000,0.000784000000001,,,-0.30104,,
901,706,7129,12-Jun-15,Milo,19,5:22:00 AM,1,Tuanan,adult female with dependent,adult female,1-Nov-19,0.86400000000,0.5000000000,1.028,Female,2.569000000,Low,0.028,30.857142860000000,0.000784000000001,,,0.08396,,
733,711,6598,23-Oct-14,Milo,19,4:58:00 AM,1,Tuanan,adult female no dependent,adult female,15-Oct-15,0.99300000000,7.1000000000,1.028,Female,4.224502112,High,0.028,35.464285710000000,0.000784000000001,,,0.21296,,
905,731,7134,14-Jun-15,Milo,19,5:34:00 AM,1,Tuanan,adult female with dependent,adult female,1-Nov-19,0.80100000000,1.6000000000,1.029,Female,2.569000000,Low,0.029,27.620689660000000,0.000841000000001,,,-0.00011,,
1005,750,7506,28-Nov-15,Milo,19,5:12:00 AM,1,Tuanan,adult female with dependent,adult female,24-Jun-19,0.59400000000,3.6000000000,1.030,Female,3.448000000,Low,0.030,19.800000000000000,0.000900000000000,,,-0.22771,,
894,789,7122,9-Jun-15,Milo,19,5:25:00 AM,1,Tuanan,adult female with dependent,adult female,1-Nov-19,1.09700000000,0.3000000000,1.031,Female,2.569000000,Low,0.031,35.387096770000000,0.000961000000000,,,0.25516,,
1347,794,8522,22-Nov-16,Milo,19,5:05:00 AM,1,Tuanan,adult female with dependent,adult female,17-Mar-20,1.44900000000,3.2000000000,1.031,Female,1.125989044,Low,0.031,46.741935480000000,0.000961000000000,,,0.60716,,
1346,856,8516,21-Nov-16,Milo,19,5:04:00 AM,1,Tuanan,adult female with dependent,adult female,3-Apr-20,1.97800000000,1.3000000000,1.033,Female,1.125989044,Low,0.033,59.939393940000000,0.001089000000001,,,1.09730,,
1383,864,8817,24-Mar-17,Milo,19,5:21:00 AM,1,Tuanan,adult female with dependent,adult female,17-Mar-20,0.70600000000,1.7000000000,1.034,Female,1.814268143,Low,0.034,20.764705880000000,0.001156000000001,,,-0.19343,,
1361,867,8648,9-Jan-17,Milo,19,5:34:00 AM,1,Tuanan,adult female with dependent,adult female,13-Mar-20,0.81300000000,6.0000000000,1.034,Female,2.173913043,Low,0.034,23.911764710000000,0.001156000000001,,,-0.08643,,
1258,970,8165,20-Jul-16,Milo,19,6:55:00 AM,0,Tuanan,adult female with dependent,adult female,13-Jun-19,0.62300000000,5.1000000000,1.039,Female,0.269784173,Low,0.039,15.974358970000000,0.001521000000000,,,-0.36304,,
897,1037,7124,10-Jun-15,Milo,19,5:31:00 AM,1,Tuanan,adult female with dependent,adult female,1-Nov-19,0.43300000000,1.9000000000,1.042,Female,2.569000000,Low,0.042,10.309523810000000,0.001764000000001,,,-0.59939,,
135,25,3790,16-Jan-10,Milo,19,5:22:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,#NULL!,0.18000000000,#NULL!,1.006,Female,2.160000000,Low,0.006,30.000000000000000,0.000036000000000,,,-0.01806,,
532,57,6075,24-Mar-14,Milo,19,5:18:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,29-Apr-15,0.16100000000,2.6000000000,1.008,Female,3.973902728,Low,0.008,20.125000000000000,0.000064000000000,,,-0.09933,,
3,100,3265,31-Mar-09,Milo,19,5:11:00 AM,1,Tuanan,semi-independent immature (juveniles),semiIndind,#NULL!,0.26000000000,#NULL!,1.010,Female,9.510000000,High,0.010,26.000000000000000,0.000100000000000,,,-0.06073,,
24,109,3485,16-Jun-09,Milo,19,6:56:00 AM,0,Tuanan,semi-independent immature (juveniles),semiIndind,#NULL!,0.40000000000,#NULL!,1.010,Female,6.160000000,High,0.010,40.000000000000000,0.000100000000000,,,0.07927,,
19,126,3458,9-Jun-09,Milo,19,7:19:00 AM,0,Tuanan,semi-independent immature (juveniles),semiIndind,#NULL!,0.17000000000,#NULL!,1.011,Female,6.160000000,High,0.011,15.454545450000000,0.000121000000000,,,-0.18023,,
41,142,3552,2-Aug-09,Milo,19,7:05:00 AM,0,Tuanan,semi-independent immature (juveniles),semiIndind,#NULL!,0.43000000000,#NULL!,1.011,Female,3.460000000,Low,0.011,39.090909090000000,0.000121000000000,,,0.07977,,
VTU097,188,5472,19-Mar-13,Milo,19,4:57:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,15-Oct-13,0.93934426230,1.8510648720,1.012,Female,6.970000000,High,0.012,78.278688520000000,0.000144000000000,,,0.56009,,
273,205,4929,29-Apr-12,Milo,19,11:09:00 AM,0,Tuanan,independent immature (older juvs),semiIndind,8-Apr-15,0.37200000000,1.3000000000,1.013,Female,1.310000000,Low,0.013,28.615384620000000,0.000169000000000,,,-0.03582,,
137,235,3794,17-Jan-10,Milo,19,7:32:00 AM,0,Tuanan,independent immature (older juvs),semiIndind,#NULL!,0.30400000000,#NULL!,1.014,Female,2.160000000,Low,0.014,21.714285710000000,0.000196000000001,,,-0.13191,,
23,282,3481,15-Jun-09,Milo,19,8:16:00 AM,0,Tuanan,semi-independent immature (juveniles),semiIndind,#NULL!,0.57500000000,#NULL!,1.015,Female,2.160000000,Low,0.015,38.333333330000000,0.000225000000000,,,0.11146,,
35,324,3532,29-Jul-09,Milo,19,10:08:00 AM,0,Tuanan,semi-independent immature (juveniles),semiIndind,#NULL!,0.53700000000,#NULL!,1.016,Female,4.020000000,High,0.016,33.562500000000000,0.000256000000000,,,0.04631,,
136,380,3794,17-Jan-10,Milo,19,5:17:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,#NULL!,0.57100000000,#NULL!,1.018,Female,2.160000000,Low,0.018,31.722222220000000,0.000324000000000,,,0.02740,,
280,401,5041,4-Jul-12,Milo,19,8:51:00 AM,0,Tuanan,independent immature (older juvs),semiIndind,8-Apr-15,0.47600000000,1.7000000000,1.019,Female,2.530000000,Low,0.019,25.052631580000000,0.000361000000000,,,-0.09335,,
38,453,3537,30-Jul-09,Milo,19,11:28:00 AM,0,Tuanan,semi-independent immature (juveniles),semiIndind,#NULL!,0.72100000000,#NULL!,1.020,Female,4.020000000,High,0.020,36.050000000000000,0.000400000000000,,,0.12637,,
746,607,6657,23-Nov-14,Milo,19,4:35:00 AM,0,Tuanan,independent immature (older juvs),semiIndind,15-Oct-15,0.56000000000,10.3000000000,1.025,Female,5.743651753,High,0.025,22.400000000000000,0.000625000000001,,,-0.15402,,
354,665,5531,29-May-13,Milo,19,5:47:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,27-Apr-15,0.56200000000,2.2000000000,1.027,Female,5.570000000,High,0.027,20.814814810000000,0.000729000000000,,,-0.19650,,
VTU012,703,5170,20-Aug-12,Milo,19,5:14:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,3-Jan-13,0.79180327870,2.1959837930,1.028,Female,2.300000000,Low,0.028,28.278688520000000,0.000784000000001,,,0.01176,,
320,844,5366,25-Nov-12,Milo,19,4:56:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,8-Apr-15,0.74800000000,0.5000000000,1.033,Female,10.050000000,High,0.033,22.666666670000000,0.001089000000001,,,-0.13270,,
34,891,3522,26-Jul-09,Milo,19,10:22:00 AM,0,Tuanan,semi-independent immature (juveniles),semiIndind,#NULL!,1.28800000000,#NULL!,1.035,Female,4.020000000,High,0.035,36.800000000000000,0.001225000000001,,,0.37031,,
456,897,5703,24-Aug-13,Milo,19,5:20:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,26-Nov-19,2.42700000000,1.7000000000,1.035,Female,3.120000000,Low,0.035,69.342857140000000,0.001225000000001,,,1.50931,,
303,969,#NULL!,22-Oct-12,Milo,19,4:57:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,8-Apr-15,0.58700000000,4.5000000000,1.039,Female,6.550000000,High,0.039,15.051282050000000,0.001521000000000,,,-0.39904,,
353,972,5530,28-May-13,Milo,19,5:13:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,27-Apr-15,0.69400000000,2.0000000000,1.039,Female,5.570000000,High,0.039,17.794871790000000,0.001521000000000,,,-0.29204,,
48,984,3594,5-Oct-09,Milo,19,8:19:00 AM,0,Tuanan,semi-independent immature (juveniles),semiIndind,#NULL!,1.14900000000,#NULL!,1.039,Female,4.190000000,High,0.039,29.461538460000000,0.001521000000000,,,0.16296,,
305,995,#NULL!,23-Oct-12,Milo,19,7:47:00 AM,0,Tuanan,independent immature (older juvs),semiIndind,8-Apr-15,0.32000000000,1.7000000000,1.040,Female,6.550000000,High,0.040,8.000000000000000,0.001600000000000,,,-0.68196,,
VTU008,1149,5161,14-Aug-12,Milo,19,3:14:00 PM,0,Tuanan,independent immature (older juvs),semiIndind,9-Sep-13,0.95985401460,#NULL!,#NULL!,Female,2.300000000,Low,#NULL!,#NULL!,0.000000000000000,,,#NULL!,,
VTU010,1151,5163,15-Aug-12,Milo,19,5:10:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,3-Jan-13,0.20307377050,0.0000000000,#NULL!,Female,2.300000000,Low,#NULL!,#NULL!,0.000000000000000,,,#NULL!,,
VTU055,1174,#NULL!,22-Oct-12,Milo,19,4:51:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,11-Oct-13,0.33481375360,2.6021045440,#NULL!,Female,6.550000000,High,#NULL!,#NULL!,0.000000000000000,,,#NULL!,,
VTU056,1175,#NULL!,23-Oct-12,Milo,19,#NULL!,0,Tuanan,independent immature (older juvs),semiIndind,18-Mar-15,0.35300000000,2.2000000000,#NULL!,Female,6.550000000,High,#NULL!,#NULL!,0.000000000000000,,,#NULL!,,
VTU065,1183,5366,25-Nov-12,Milo,19,5:08:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,3-Jan-13,0.95400000000,3.4471994210,#NULL!,Female,10.050000000,High,#NULL!,#NULL!,0.000000000000000,,,#NULL!,,
VTU080,1194,5407,18-Jan-13,Milo,19,3:26:00 PM,0,Tuanan,independent immature (older juvs),semiIndind,14-Sep-13,0.70802919710,#NULL!,#NULL!,Female,8.000000000,High,#NULL!,#NULL!,0.000000000000000,,,#NULL!,,
VTU081,1195,5407,18-Jan-13,Milo,19,2:36:00 PM,0,Tuanan,independent immature (older juvs),semiIndind,15-Oct-13,0.76642335770,#NULL!,#NULL!,Female,8.000000000,High,#NULL!,#NULL!,0.000000000000000,,,#NULL!,,
542,10,6102,1-Apr-14,Mindy,9,5:11:00 AM,1,Tuanan,adult female with dependent,adult female,29-Apr-15,1.08600000000,2.5000000000,1.004,Female,1.916167665,Low,0.004,271.500000000000000,0.000016000000000,,,0.95209,,
95,26,3688,22-Nov-09,Mindy,9,3:24:00 PM,0,Tuanan,adult female with dependent,adult female,#NULL!,0.21100000000,#NULL!,1.006,Female,3.920000000,High,0.006,35.166666670000000,0.000036000000000,,,0.01294,,
128,40,3782,14-Jan-10,Mindy,9,9:44:00 AM,0,Tuanan,adult female with dependent,adult female,#NULL!,0.23100000000,#NULL!,1.007,Female,2.160000000,Low,0.007,33.000000000000000,0.000049000000001,,,0.00157,,
1226,92,8086,29-Jun-16,Mindy,9,5:36:00 AM,1,Tuanan,adult female with dependent,adult female,14-Jun-19,0.15500000000,2.3000000000,1.010,Female,0.623515439,Low,0.010,15.500000000000000,0.000100000000000,,,-0.16573,,
397,107,5557,19-Jun-13,Mindy,9,5:02:00 AM,1,Tuanan,adult female with dependent,adult female,21-Feb-14,0.38850000000,2.2558540000,1.010,Female,4.640000000,High,0.010,38.850000000000000,0.000100000000000,,,0.06777,,
VTU086,143,5435,14-Feb-13,Mindy,9,11:21:00 AM,0,Tuanan,adult female with dependent,adult female,11-Oct-13,0.43400000000,1.7844966090,1.011,Female,7.370000000,High,0.011,39.454545450000000,0.000121000000000,,,0.08377,,
893,162,7120,8-Jun-15,Mindy,9,5:14:00 AM,1,Tuanan,adult female with dependent,adult female,1-Nov-19,0.27700000000,2.2000000000,1.012,Female,2.569000000,Low,0.012,23.083333330000000,0.000144000000000,,,-0.10226,,
453,186,5701,23-Aug-13,Mindy,9,4:50:00 AM,1,Tuanan,adult female with dependent,adult female,26-Nov-19,0.57600000000,3.5000000000,1.012,Female,3.120000000,Low,0.012,48.000000000000000,0.000144000000000,,,0.19674,,
395,201,5555,18-Jun-13,Mindy,9,5:36:00 AM,1,Tuanan,adult female with dependent,adult female,21-Feb-14,0.33540000000,2.1477945000,1.013,Female,4.640000000,High,0.013,25.800000000000000,0.000169000000000,,,-0.07242,,
96,208,3688,22-Nov-09,Mindy,9,5:31:00 AM,0,Tuanan,adult female with dependent,adult female,#NULL!,0.44100000000,#NULL!,1.013,Female,3.920000000,High,0.013,33.923076920000000,0.000169000000000,,,0.03318,,
130,213,3788,15-Jan-10,Mindy,9,11:18:00 AM,0,Tuanan,adult female with dependent,adult female,#NULL!,0.46400000000,#NULL!,1.013,Female,2.160000000,Low,0.013,35.692307690000000,0.000169000000000,,,0.05618,,
274,227,4937,3-May-12,Mindy,9,6:49:00 AM,0,Tuanan,adult female with dependent,adult female,8-Apr-15,0.20300000000,3.4000000000,1.014,Female,0.570000000,Low,0.014,14.500000000000000,0.000196000000001,,,-0.23291,,
393,241,5549,16-Jun-13,Mindy,9,5:29:00 AM,1,Tuanan,adult female with dependent,adult female,21-Feb-14,0.38610000000,4.0772871000,1.014,Female,4.640000000,High,0.014,27.578571430000000,0.000196000000001,,,-0.04981,,
94,247,3688,22-Nov-09,Mindy,9,4:49:00 AM,1,Tuanan,adult female with dependent,adult female,#NULL!,0.51800000000,#NULL!,1.014,Female,3.920000000,High,0.014,37.000000000000000,0.000196000000001,,,0.08209,,
777,260,6778,20-Jan-15,Mindy,9,4:47:00 AM,1,Tuanan,adult female with dependent,adult female,1-Nov-16,0.20900000000,9.5000000000,1.015,Female,5.391000000,High,0.015,13.933333330000000,0.000225000000000,,,-0.25454,,
776,264,6774,19-Jan-15,Mindy,9,4:51:00 AM,1,Tuanan,adult female with dependent,adult female,1-Nov-16,0.25400000000,6.8000000000,1.015,Female,5.391000000,High,0.015,16.933333330000000,0.000225000000000,,,-0.20954,,
134,279,3792,16-Jan-10,Mindy,9,5:15:00 AM,1,Tuanan,adult female with dependent,adult female,#NULL!,0.50700000000,#NULL!,1.015,Female,2.160000000,Low,0.015,33.800000000000000,0.000225000000000,,,0.04346,,
92,284,3683,21-Nov-09,Mindy,9,9:06:00 AM,0,Tuanan,adult female with dependent,adult female,#NULL!,0.65500000000,#NULL!,1.015,Female,3.920000000,High,0.015,43.666666670000000,0.000225000000000,,,0.19146,,
889,313,7117,7-Jul-15,Mindy,9,5:54:00 AM,0,Tuanan,adult female with dependent,adult female,1-Nov-19,0.39300000000,0.3000000000,1.016,Female,2.569000000,Low,0.016,24.562500000000000,0.000256000000000,,,-0.09769,,
508,322,5942,17-Dec-13,Mindy,9,5:10:00 AM,1,Tuanan,adult female with dependent,adult female,29-Apr-15,0.49800000000,1.6000000000,1.016,Female,8.140000000,High,0.016,31.125000000000000,0.000256000000000,,,0.00731,,
835,339,7000,25-Apr-15,Mindy,9,5:00:00 AM,1,Tuanan,adult female with dependent,adult female,30-Aug-19,0.27700000000,0.8000000000,1.017,Female,2.186000000,Low,0.017,16.294117650000000,0.000289000000001,,,-0.24038,,
1148,365,7848,30-Apr-16,Mindy,9,4:34:00 AM,1,Tuanan,adult female with dependent,adult female,17-Jun-19,0.28400000000,2.7000000000,1.018,Female,1.179593040,Low,0.018,15.777777780000000,0.000324000000000,,,-0.25960,,
129,378,3788,15-Jan-10,Mindy,9,5:18:00 AM,1,Tuanan,adult female with dependent,adult female,#NULL!,0.51700000000,#NULL!,1.018,Female,2.160000000,Low,0.018,28.722222220000000,0.000324000000000,,,-0.02660,,
896,383,7121,9-Jun-15,Mindy,9,5:11:00 AM,1,Tuanan,adult female with dependent,adult female,1-Nov-19,0.68900000000,2.1000000000,1.018,Female,2.569000000,Low,0.018,38.277777780000000,0.000324000000000,,,0.14540,,
18,392,3457,9-Jun-09,Mindy,9,5:35:00 AM,1,Tuanan,adult female with dependent,adult female,#NULL!,0.33400000000,#NULL!,1.019,Female,6.160000000,High,0.019,17.578947370000000,0.000361000000000,,,-0.23535,,
1375,403,8723,11-Feb-17,Mindy,9,5:24:00 AM,1,Tuanan,adult female with dependent,adult female,17-Mar-20,0.52000000000,1.2000000000,1.019,Female,1.620299603,Low,0.019,27.368421050000000,0.000361000000000,,,-0.04935,,
298,418,5285,17-Oct-12,Mindy,9,8:56:00 AM,0,Tuanan,adult female with dependent,adult female,8-Apr-15,1.17600000000,1.3000000000,1.019,Female,6.550000000,High,0.019,61.894736840000000,0.000361000000000,,,0.60665,,
759,420,6699,15-Dec-14,Mindy,9,5:20:00 AM,1,Tuanan,adult female no dependent,adult female,1-Nov-16,0.17300000000,9.5000000000,1.020,Female,6.230000000,High,0.020,8.650000000000000,0.000400000000000,,,-0.42163,,
631,426,6334,28-Jun-14,Mindy,9,5:35:00 AM,1,Tuanan,adult female with dependent,adult female,20-May-15,0.30600000000,2.3000000000,1.020,Female,3.126879134,Low,0.020,15.300000000000000,0.000400000000000,,,-0.28863,,
887,435,7114,6-Jun-15,Mindy,9,5:12:00 AM,1,Tuanan,adult female with dependent,adult female,1-Nov-19,0.44600000000,1.3000000000,1.020,Female,2.569000000,Low,0.020,22.300000000000000,0.000400000000000,,,-0.14863,,
779,520,6782,21-Jan-15,Mindy,9,5:16:00 AM,1,Tuanan,adult female with dependent,adult female,1-Nov-16,0.18600000000,1.3000000000,1.023,Female,5.391000000,High,0.023,8.086956522000000,0.000529000000000,,,-0.48167,,
1152,568,7855,2-May-16,Mindy,9,9:13:00 AM,1,Tuanan,adult female with dependent,adult female,17-Jun-19,0.29000000000,0.5000000000,1.024,Female,0.505801845,Low,0.024,12.083333330000000,0.000576000000000,,,-0.40108,,
806,569,6871,1-Mar-15,Mindy,9,5:31:00 AM,1,Tuanan,adult female with dependent,adult female,26-Jul-19,0.29600000000,11.0000000000,1.024,Female,2.541000000,Low,0.024,12.333333330000000,0.000576000000000,,,-0.39508,,
1314,577,8284,23-Aug-16,Mindy,9,12:29:00 PM,0,Tuanan,adult female with dependent,adult female,11-Mar-20,0.45600000000,1.4000000000,1.024,Female,0.478755236,Low,0.024,19.000000000000000,0.000576000000000,,,-0.23508,,
1146,608,7843,29-Apr-16,Mindy,9,5:13:00 AM,1,Tuanan,adult female with dependent,adult female,17-Jun-19,0.56700000000,0.5000000000,1.025,Female,1.179593040,Low,0.025,22.680000000000000,0.000625000000001,,,-0.14702,,
1144,614,7838,28-Apr-16,Mindy,9,4:58:00 AM,1,Tuanan,adult female with dependent,adult female,17-Jun-19,0.70100000000,1.1000000000,1.025,Female,1.179593040,Low,0.025,28.040000000000000,0.000625000000001,,,-0.01302,,
359,627,5555,18-Jun-13,Mindy,9,5:36:00 AM,1,Tuanan,adult female with dependent,adult female,27-Apr-15,0.41400000000,8.5000000000,1.026,Female,4.640000000,High,0.026,15.923076920000000,0.000676000000000,,,-0.32250,,
1151,629,7851,1-May-16,Mindy,9,5:17:00 AM,1,Tuanan,adult female with dependent,adult female,17-Jun-19,0.45900000000,0.4000000000,1.026,Female,0.505801845,Low,0.026,17.653846150000000,0.000676000000000,,,-0.27750,,
360,633,5557,19-Jun-13,Mindy,9,5:02:00 AM,1,Tuanan,adult female with dependent,adult female,27-Apr-15,0.51500000000,3.1000000000,1.026,Female,4.640000000,High,0.026,19.807692310000000,0.000676000000000,,,-0.22150,,
404,654,5582,1-Jul-13,Mindy,9,5:14:00 AM,1,Tuanan,adult female with dependent,adult female,27-Apr-15,1.20700000000,5.4000000000,1.026,Female,3.000000000,Low,0.026,46.423076920000000,0.000676000000000,,,0.47050,,
711,655,6562,25-Sep-14,Mindy,9,8:54:00 AM,0,Tuanan,adult female with dependent,adult female,15-Oct-15,1.30800000000,1.8000000000,1.026,Female,3.204353083,Low,0.026,50.307692310000000,0.000676000000000,,,0.57150,,
22,656,3480,15-Jun-09,Mindy,9,10:21:00 AM,0,Tuanan,adult female with dependent,adult female,#NULL!,1.40200000000,#NULL!,1.026,Female,6.160000000,High,0.026,53.923076920000000,0.000676000000000,,,0.66550,,
392,657,5548,15-Jun-13,Mindy,9,4:59:00 AM,1,Tuanan,adult female with dependent,adult female,21-Feb-14,1.41000000000,4.1915803000,1.026,Female,4.640000000,High,0.026,54.230769230000000,0.000676000000000,,,0.67350,,
1373,678,8719,10-Feb-17,Mindy,9,5:12:00 AM,1,Tuanan,adult female with dependent,adult female,17-Mar-20,1.04500000000,1.7000000000,1.027,Female,1.620299603,Low,0.027,38.703703700000000,0.000729000000000,,,0.28650,,
1119,689,7768,8-Mar-16,Mindy,9,5:37:00 AM,1,Tuanan,adult female with dependent,adult female,24-Jun-19,0.47600000000,3.0000000000,1.028,Female,0.558659218,Low,0.028,17.000000000000000,0.000784000000001,,,-0.30404,,
884,693,7111,5-Jun-15,Mindy,9,4:58:00 AM,1,Tuanan,adult female with dependent,adult female,28-Oct-19,0.53600000000,2.2000000000,1.028,Female,2.569000000,Low,0.028,19.142857140000000,0.000784000000001,,,-0.24404,,
1311,722,8281,22-Aug-16,Mindy,9,5:43:00 PM,1,Tuanan,adult female with dependent,adult female,11-Mar-20,0.59400000000,2.4000000000,1.029,Female,0.478755236,Low,0.029,20.482758620000000,0.000841000000001,,,-0.20711,,
807,725,6887,3-Mar-15,Mindy,9,5:41:00 AM,1,Tuanan,adult female with dependent,adult female,26-Jul-19,0.66600000000,7.3000000000,1.029,Female,2.541000000,Low,0.029,22.965517240000000,0.000841000000001,,,-0.13511,,
1235,729,8101,3-Jul-16,Mindy,9,5:24:00 AM,1,Tuanan,adult female with dependent,adult female,18-Jul-19,0.78200000000,3.0000000000,1.029,Female,0.269784173,Low,0.029,26.965517240000000,0.000841000000001,,,-0.01911,,
