SampleNumber,Dummy_sampleNumber,FollowNumber,Date_Collected,Orangutan_ID,Orangutan_ID#,Time_Collected,First_Urine_Day,Site,Age_Class,AgeClassCond,Analysis_Date,Creatinine_Result,CV,SGmeter,Sex,Habitat_Wide,HI_Low_FAI_Quartiles,SG1,CrSG1,Sg12,,,RES_1,,
586,268,6237,17-May-14,Inul,14,10:18:00 AM,0,Tuanan,adult female with dependent,adult female,20-May-15,0.32700000000,3.2000000000,1.015,Female,2.699460108,Low,0.015,21.800000000000000,0.000225000000000,,,-0.13654,,
VTU099,361,5487,30-Mar-13,Inul,14,4:49:00 AM,1,Tuanan,adult female with dependent,adult female,15-Oct-13,1.08716417900,1.7279655000,1.017,Female,6.970000000,High,0.017,63.950834060000000,0.000289000000001,,,0.56978,,
1243,394,8118,9-Jul-16,Inul,14,7:15:00 AM,1,Tuanan,adult female with dependent,adult female,13-Jun-19,0.38700000000,3.2000000000,1.019,Female,0.269784173,Low,0.019,20.368421050000000,0.000361000000000,,,-0.18235,,
585,497,6235,16-May-14,Inul,14,10:49:00 AM,0,Tuanan,adult female with dependent,adult female,20-May-15,0.34700000000,5.6000000000,1.022,Female,2.699460108,Low,0.022,15.772727270000000,0.000484000000000,,,-0.29679,,
918,531,7159,26-Jun-15,Inul,14,5:17:00 AM,1,Tuanan,adult female with dependent,adult female,8-Nov-19,0.46100000000,1.8000000000,1.023,Female,2.569000000,Low,0.023,20.043478260000000,0.000529000000000,,,-0.20667,,
1082,570,7697,6-Feb-16,Inul,14,8:41:00 AM,0,Tuanan,adult female with dependent,adult female,24-Jun-19,0.30000000000,2.4000000000,1.024,Female,1.086637298,Low,0.024,12.500000000000000,0.000576000000000,,,-0.39108,,
740,582,6640,19-Nov-14,Inul,14,5:12:00 AM,1,Tuanan,adult female no dependent,adult female,15-Oct-15,0.56300000000,3.1000000000,1.024,Female,5.743651753,High,0.024,23.458333330000000,0.000576000000000,,,-0.12808,,
743,600,6649,21-Nov-14,Inul,14,9:56:00 AM,0,Tuanan,adult female no dependent,adult female,15-Oct-15,0.40400000000,2.0000000000,1.025,Female,5.743651753,High,0.025,16.160000000000000,0.000625000000001,,,-0.31002,,
1080,625,7694,5-Feb-16,Inul,14,4:40:00 AM,1,Tuanan,adult female with dependent,adult female,24-Jun-19,0.32400000000,4.6000000000,1.026,Female,1.086637298,Low,0.026,12.461538460000000,0.000676000000000,,,-0.41250,,
1245,637,8721,10-Jul-16,Inul,14,5:45:00 AM,1,Tuanan,adult female with dependent,adult female,13-Jun-19,0.57700000000,1.5000000000,1.026,Female,0.269784173,Low,0.026,22.192307690000000,0.000676000000000,,,-0.15950,,
914,691,7150,22-Jun-15,Inul,14,5:15:00 AM,1,Tuanan,adult female with dependent,adult female,8-Nov-19,0.48700000000,1.6000000000,1.028,Female,2.569000000,Low,0.028,17.392857140000000,0.000784000000001,,,-0.29304,,
1339,710,8467,5-Nov-16,Inul,14,4:58:00 AM,1,Tuanan,adult female with dependent,adult female,13-Mar-20,0.98600000000,1.5000000000,1.028,Female,1.125989044,Low,0.028,35.214285710000000,0.000784000000001,,,0.20596,,
581,749,6227,14-May-14,Inul,14,4:58:00 AM,1,Tuanan,adult female with dependent,adult female,20-May-15,0.56700000000,1.4000000000,1.030,Female,2.699460108,Low,0.030,18.900000000000000,0.000900000000000,,,-0.25471,,
1354,755,8574,11-Dec-16,Inul,14,5:50:00 AM,1,Tuanan,adult female with dependent,adult female,13-Mar-20,0.71200000000,3.0000000000,1.030,Female,2.138057422,Low,0.030,23.733333330000000,0.000900000000000,,,-0.10971,,
738,773,6626,16-Nov-14,Inul,14,4:38:00 AM,1,Tuanan,adult female no dependent,adult female,15-Oct-15,0.57400000000,0.5000000000,1.031,Female,5.743651753,High,0.031,18.516129030000000,0.000961000000000,,,-0.26784,,
766,796,6740,10-Jan-15,Inul,14,5:35:00 AM,1,Tuanan,adult female with dependent,adult female,1-Nov-16,2.07400000000,1.3000000000,1.031,Female,5.391000000,High,0.031,66.903225810000000,0.000961000000000,,,1.23216,,
1340,854,8474,7-Nov-16,Inul,14,5:17:00 AM,1,Tuanan,adult female with dependent,adult female,17-Mar-20,1.40500000000,2.7000000000,1.033,Female,1.125989044,Low,0.033,42.575757580000000,0.001089000000001,,,0.52430,,
582,859,6227,14-May-14,Inul,14,12:40:00 PM,0,Tuanan,adult female with dependent,adult female,20-May-15,0.56200000000,4.0000000000,1.034,Female,2.699460108,Low,0.034,16.529411760000000,0.001156000000001,,,-0.33743,,
577,927,6208,10-May-14,Inul,14,5:06:00 AM,1,Tuanan,adult female with dependent,adult female,20-May-15,0.55300000000,#NULL!,1.037,Female,2.699460108,Low,0.037,14.945945950000000,0.001369000000000,,,-0.39980,,
768,943,6744,11-Jan-15,Inul,14,6:48:00 AM,1,Tuanan,adult female with dependent,adult female,1-Nov-16,1.26800000000,1.6000000000,1.037,Female,5.391000000,High,0.037,34.270270270000000,0.001369000000000,,,0.31520,,
1240,971,8113,7-Jul-16,Inul,14,5:24:00 AM,1,Tuanan,adult female with dependent,adult female,13-Jun-19,0.67600000000,2.0000000000,1.039,Female,0.269784173,Low,0.039,17.333333330000000,0.001521000000000,,,-0.31004,,
523,988,6030,14-Feb-14,Inul,14,7:50:00 AM,1,Tuanan,adult female no dependent,adult female,29-Apr-15,1.36000000000,1.0000000000,1.039,Female,6.524317912,High,0.039,34.871794870000000,0.001521000000000,,,0.37396,,
769,996,6747,12-Jan-15,Inul,14,5:48:00 AM,1,Tuanan,adult female with dependent,adult female,1-Nov-16,0.54400000000,5.4000000000,1.040,Female,5.391000000,High,0.040,13.600000000000000,0.001600000000000,,,-0.45796,,
655,1019,6420,19-Jul-14,Inul,14,12:22:00 PM,0,Tuanan,adult female with dependent,adult female,20-May-15,0.55100000000,2.7000000000,1.041,Female,3.427540589,Low,0.041,13.439024390000000,0.001681000000001,,,-0.46641,,
1241,1033,8115,8-Jul-16,Inul,14,5:50:00 AM,1,Tuanan,adult female with dependent,adult female,13-Jun-19,1.33000000000,5.2000000000,1.041,Female,0.269784173,Low,0.041,32.439024390000000,0.001681000000001,,,0.31259,,
666,1056,6438,23-Jul-14,Inul,14,2:42:00 PM,0,Tuanan,adult female with dependent,adult female,15-Oct-15,0.80000000000,1.8000000000,1.043,Female,3.427540589,Low,0.043,18.604651160000000,0.001849000000000,,,-0.24690,,
579,1069,6218,12-May-14,Inul,14,5:12:00 AM,1,Tuanan,adult female with dependent,adult female,20-May-15,0.85800000000,3.8000000000,1.044,Female,2.699460108,Low,0.044,19.500000000000000,0.001936000000000,,,-0.20294,,
981,1070,7424,8-Oct-15,Inul,14,5:36:00 AM,1,Tuanan,adult female with dependent,adult female,13-Dec-19,1.02300000000,2.2000000000,1.044,Female,4.690000000,High,0.044,23.250000000000000,0.001936000000000,,,-0.03794,,
659,1092,6429,21-Jul-14,Inul,14,5:28:00 AM,1,Tuanan,adult female with dependent,adult female,18-Mar-15,0.91500000000,1.1000000000,1.048,Female,3.427540589,Low,0.048,19.062500000000000,0.002304000000000,,,-0.19744,,
661,1106,6434,22-Jul-14,Inul,14,5:28:00 AM,1,Tuanan,adult female with dependent,adult female,20-May-15,1.12100000000,1.9000000000,1.050,Female,3.427540589,Low,0.050,22.420000000000000,0.002500000000001,,,-0.01438,,
770,1123,6750,13-Jan-15,Inul,14,5:19:00 AM,1,Tuanan,adult female with dependent,adult female,1-Nov-16,2.53700000000,4.4000000000,1.055,Female,5.391000000,High,0.055,46.127272730000000,0.003025000000000,,,1.35247,,
VTU058,1177,5306,23-Oct-12,Inul,14,11:30:00 AM,0,Tuanan,adult female with dependent,adult female,21-Mar-14,3.92445987700,2.2244368960,#NULL!,Female,6.550000000,High,#NULL!,#NULL!,0.000000000000000,,,#NULL!,,
1507,94,9141,30-Aug-17,Ipsy,33,5:16:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,10-Apr-20,0.16600000000,2.7000000000,1.010,Female,2.646200000,Low,0.010,16.600000000000000,0.000100000000000,,,-0.15473,,
1238,694,8112,6-Jul-16,Ipsy,33,5:41:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,13-Jun-19,0.55200000000,3.6000000000,1.028,Female,0.269784173,Low,0.028,19.714285710000000,0.000784000000001,,,-0.22804,,
1244,747,8123,10-Jul-16,Ipsy,33,5:43:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,13-Jun-19,0.50200000000,1.2000000000,1.030,Female,0.269784173,Low,0.030,16.733333330000000,0.000900000000000,,,-0.31971,,
1237,837,8108,5-Jul-16,Ipsy,33,5:36:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,18-Jul-19,0.55200000000,0.5000000000,1.033,Female,0.269784173,Low,0.033,16.727272730000000,0.001089000000001,,,-0.32870,,
1242,976,8117,8-Jul-16,Ipsy,33,5:48:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,13-Jun-19,0.83400000000,8.5000000000,1.039,Female,0.269784173,Low,0.039,21.384615380000000,0.001521000000000,,,-0.15204,,
1239,1055,8114,7-Jul-16,Ipsy,33,5:35:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,13-Jun-19,0.72700000000,1.2000000000,1.043,Female,0.269784173,Low,0.043,16.906976740000000,0.001849000000000,,,-0.31990,,
1236,1067,8106,4-Jul-16,Ipsy,33,5:36:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,18-Jul-19,0.58400000000,2.6000000000,1.044,Female,0.269784173,Low,0.044,13.272727270000000,0.001936000000000,,,-0.47694,,
1504,1103,9135,28-Aug-17,Ipsy,33,5:27:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,10-Apr-20,1.31900000000,2.1000000000,1.049,Female,2.646200000,Low,0.049,26.918367350000000,0.002401000000001,,,0.19486,,
660,1114,6430,21-Jul-14,Ipsy,33,5:36:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,20-May-15,0.61700000000,3.9000000000,1.052,Female,3.427540589,Low,0.052,11.865384620000000,0.002704000000000,,,-0.53944,,
1331,130,8422,23-Oct-16,Isidor,38,5:35:00 AM,1,Tuanan,adult flanged male,adult flanged male,11-Mar-20,0.22400000000,2.0000000000,1.011,Male,1.579586877,Low,0.011,20.363636360000000,0.000121000000000,,,-0.12623,,
1333,228,8430,26-Oct-16,Isidor,38,4:55:00 AM,1,Tuanan,adult flanged male,adult flanged male,11-Mar-20,0.22400000000,2.7000000000,1.014,Male,1.579586877,Low,0.014,16.000000000000000,0.000196000000001,,,-0.21191,,
1330,528,8419,22-Oct-16,Isidor,38,4:55:00 AM,1,Tuanan,adult flanged male,adult flanged male,11-Mar-20,0.42300000000,1.3000000000,1.023,Male,1.579586877,Low,0.023,18.391304350000000,0.000529000000000,,,-0.24467,,
VTU077,11,5401,31-Dec-12,Jinak,10,7:51:00 AM,0,Tuanan,adult female with dependent,adult female,#NULL!,0.02200000000,#NULL!,1.005,Female,8.910000000,High,0.005,4.400000000000000,0.000025000000000,,,-0.14422,,
791,98,6826,9-Feb-15,Jinak,10,5:08:00 AM,1,Tuanan,adult female with dependent,adult female,4-Feb-17,0.22200000000,1.5000000000,1.010,Female,4.366000000,High,0.010,22.200000000000000,0.000100000000000,,,-0.09873,,
399,117,5570,27-Jun-13,Jinak,10,5:38:00 AM,1,Tuanan,adult female with dependent,adult female,27-Apr-15,1.33600000000,2.0000000000,1.010,Female,4.640000000,High,0.010,133.600000000000000,0.000100000000000,,,1.01527,,
848,120,7026,4-May-15,Jinak,10,6:06:00 AM,0,Tuanan,adult female with dependent,adult female,4-Sep-19,0.06400000000,1.0000000000,1.011,Female,1.951000000,Low,0.011,5.818181818000000,0.000121000000000,,,-0.28623,,
844,123,7021,3-May-15,Jinak,10,4:44:00 AM,1,Tuanan,adult female with dependent,adult female,30-Aug-19,0.12200000000,6.2000000000,1.011,Female,1.951000000,Low,0.011,11.090909090000000,0.000121000000000,,,-0.22823,,
922,275,7179,2-Jul-15,Jinak,10,4:45:00 AM,1,Tuanan,adult female with dependent,adult female,8-Nov-19,0.43600000000,1.3000000000,1.015,Female,4.423000000,High,0.015,29.066666670000000,0.000225000000000,,,-0.02754,,
925,276,7183,3-Jul-15,Jinak,10,4:43:00 AM,1,Tuanan,adult female with dependent,adult female,8-Nov-19,0.45100000000,0.7000000000,1.015,Female,4.423000000,High,0.015,30.066666670000000,0.000225000000000,,,-0.01254,,
737,371,6624,16-Nov-14,Jinak,10,5:15:00 AM,1,Tuanan,adult female with dependent,adult female,15-Oct-15,0.37500000000,1.1000000000,1.018,Female,5.743651753,High,0.018,20.833333330000000,0.000324000000000,,,-0.16860,,
VTU013,443,5168,20-Aug-12,Jinak,10,8:20:00 AM,0,Tuanan,adult female with dependent,adult female,11-Oct-13,0.49541547280,0.5725560981,1.020,Female,2.300000000,Low,0.020,24.770773640000000,0.000400000000000,,,-0.09922,,
1360,447,8640,6-Jan-17,Jinak,10,5:28:00 AM,1,Tuanan,adult female with dependent,adult female,13-Mar-20,0.58700000000,1.0000000000,1.020,Female,2.173913043,Low,0.020,29.350000000000000,0.000400000000000,,,-0.00763,,
400,451,5575,29-Jun-13,Jinak,10,5:14:00 AM,1,Tuanan,adult female with dependent,adult female,27-Apr-15,0.66700000000,0.9000000000,1.020,Female,4.640000000,High,0.020,33.350000000000000,0.000400000000000,,,0.07237,,
736,465,6612,12-Nov-14,Jinak,10,5:14:00 AM,1,Tuanan,adult female with dependent,adult female,15-Oct-15,0.24500000000,1.5000000000,1.021,Female,5.743651753,High,0.021,11.666666670000000,0.000441000000001,,,-0.37445,,
1341,510,8484,11-Nov-16,Jinak,10,4:52:00 AM,1,Tuanan,adult female with dependent,adult female,13-Mar-20,0.72900000000,1.5000000000,1.022,Female,1.125989044,Low,0.022,33.136363640000000,0.000484000000000,,,0.08521,,
921,530,7176,1-Jul-15,Jinak,10,4:44:00 AM,1,Tuanan,adult female with dependent,adult female,8-Nov-19,0.45800000000,2.6000000000,1.023,Female,4.423000000,High,0.023,19.913043480000000,0.000529000000000,,,-0.20967,,
VTU011,542,5168,20-Aug-12,Jinak,10,11:44:00 AM,0,Tuanan,adult female with dependent,adult female,11-Oct-13,0.68452722060,0.2367875366,1.023,Female,2.300000000,Low,0.023,29.762053070000000,0.000529000000000,,,0.01685,,
1131,572,7798,30-Mar-16,Jinak,10,5:17:00 AM,1,Tuanan,adult female with dependent,adult female,18-Jul-19,0.37700000000,1.3000000000,1.024,Female,0.558659218,Low,0.024,15.708333330000000,0.000576000000000,,,-0.31408,,
820,574,6938,27-Mar-15,Jinak,10,5:06:00 AM,1,Tuanan,adult female with dependent,adult female,26-Jul-19,0.41000000000,0.8000000000,1.024,Female,2.541000000,Low,0.024,17.083333330000000,0.000576000000000,,,-0.28108,,
1129,626,7790,27-Mar-16,Jinak,10,5:44:00 AM,1,Tuanan,adult female with dependent,adult female,18-Jul-19,0.40100000000,1.4000000000,1.026,Female,0.558659218,Low,0.026,15.423076920000000,0.000676000000000,,,-0.33550,,
VTU094,687,#NULL!,16-Mar-13,Jinak,10,5:29:00 AM,1,Tuanan,adult female with dependent,adult female,11-Oct-13,0.28381088830,2.7841660240,1.028,Female,6.970000000,High,0.028,10.136103150000000,0.000784000000001,,,-0.49623,,
406,715,5589,4-Jul-13,Jinak,10,5:51:00 AM,1,Tuanan,adult female with dependent,adult female,27-Apr-15,#NULL!,2.4000000000,1.028,Female,3.000000000,Low,0.028,#NULL!,0.000784000000001,,,#NULL!,,
1130,719,7794,28-Mar-16,Jinak,10,5:29:00 AM,1,Tuanan,adult female with dependent,adult female,18-Jul-19,0.38400000000,0.3000000000,1.029,Female,0.558659218,Low,0.029,13.241379310000000,0.000841000000001,,,-0.41711,,
401,744,5577,30-Jun-13,Jinak,10,5:32:00 AM,1,Tuanan,adult female with dependent,adult female,21-Feb-14,0.40110000000,1.8498612000,1.030,Female,4.640000000,High,0.030,13.370000000000000,0.000900000000000,,,-0.42061,,
517,818,5988,11-Jan-14,Jinak,10,5:26:00 AM,1,Tuanan,adult female with dependent,adult female,29-Apr-15,1.21200000000,2.1000000000,1.032,Female,6.146572104,High,0.032,37.875000000000000,0.001024000000000,,,0.35050,,
790,820,6824,8-Feb-15,Jinak,10,5:46:00 AM,1,Tuanan,adult female with dependent,adult female,4-Feb-17,1.22000000000,1.6000000000,1.032,Female,4.366000000,High,0.032,38.125000000000000,0.001024000000000,,,0.35850,,
1376,822,8737,17-Feb-17,Jinak,10,4:56:00 AM,1,Tuanan,adult female with dependent,adult female,24-Mar-20,1.29000000000,0.9000000000,1.032,Female,1.620299603,Low,0.032,40.312500000000000,0.001024000000000,,,0.42850,,
788,825,6820,6-Feb-15,Jinak,10,5:16:00 AM,1,Tuanan,adult female with dependent,adult female,4-Feb-17,1.47500000000,1.5000000000,1.032,Female,4.366000000,High,0.032,46.093750000000000,0.001024000000000,,,0.61350,,
VTU021,836,5181,26-Aug-12,Jinak,10,5:28:00 AM,1,Tuanan,adult female with dependent,adult female,11-Oct-13,0.54785100290,4.6598041020,1.033,Female,2.300000000,Low,0.033,16.601545540000000,0.001089000000001,,,-0.33285,,
650,845,6406,16-Jul-14,Jinak,10,5:28:00 AM,1,Tuanan,adult female with dependent,adult female,20-May-15,0.75100000000,2.2000000000,1.033,Female,3.427540589,Low,0.033,22.757575760000000,0.001089000000001,,,-0.12970,,
645,865,6403,15-Jul-14,Jinak,10,5:31:00 AM,1,Tuanan,adult female with dependent,adult female,20-May-15,0.71700000000,3.1000000000,1.034,Female,3.427540589,Low,0.034,21.088235290000000,0.001156000000001,,,-0.18243,,
1220,869,8063,18-Jun-16,Jinak,10,4:38:00 AM,1,Tuanan,adult female with dependent,adult female,14-Jun-19,0.85400000000,3.9000000000,1.034,Female,0.623515439,Low,0.034,25.117647060000000,0.001156000000001,,,-0.04543,,
VTU093,894,5460,12-Mar-13,Jinak,10,5:24:00 AM,1,Tuanan,adult female with dependent,adult female,18-Mar-15,1.50400000000,0.6000000000,1.035,Female,6.970000000,High,0.035,42.971428570000000,0.001225000000001,,,0.58631,,
VTU050,918,5283,16-Oct-12,Jinak,10,1:35:00 PM,0,Tuanan,adult female with dependent,adult female,11-Oct-13,1.30587392600,2.2186784360,1.036,Female,6.550000000,High,0.036,36.274275710000000,0.001296000000000,,,0.37040,,
465,962,5725,2-Sep-13,Jinak,10,5:06:00 AM,1,Tuanan,adult female with dependent,adult female,21-Feb-14,1.35971428600,0.8617817460,1.038,Female,6.580000000,High,0.038,35.781954890000000,0.001444000000000,,,0.39006,,
463,973,5724,1-Sep-13,Jinak,10,5:24:00 AM,1,Tuanan,adult female with dependent,adult female,27-Feb-14,0.71527777780,0.0915348580,1.039,Female,6.580000000,High,0.039,18.340455840000000,0.001521000000000,,,-0.27076,,
1217,1006,8058,17-Jun-16,Jinak,10,5:34:00 AM,1,Tuanan,adult female with dependent,adult female,14-Jun-19,1.01700000000,11.2000000000,1.040,Female,0.623515439,Low,0.040,25.425000000000000,0.001600000000000,,,0.01504,,
VTU014,1008,5171,21-Aug-12,Jinak,10,5:11:00 AM,1,Tuanan,adult female with dependent,adult female,11-Oct-13,1.13151862500,7.3056360270,1.040,Female,2.300000000,Low,0.040,28.287965620000000,0.001600000000000,,,0.12956,,
344,1009,5460,12-Mar-13,Jinak,10,5:24:00 AM,1,Tuanan,adult female with dependent,adult female,#NULL!,1.23900000000,2.6000000000,1.040,Female,6.970000000,High,0.040,30.975000000000000,0.001600000000000,,,0.23704,,
VTU016,1012,5174,23-Aug-12,Jinak,10,5:11:00 AM,1,Tuanan,adult female with dependent,adult female,#NULL!,1.42378223500,#NULL!,1.040,Female,2.300000000,Low,0.040,35.594555870000000,0.001600000000000,,,0.42183,,
1216,1024,8053,16-Jun-16,Jinak,10,5:30:00 AM,1,Tuanan,adult female with dependent,adult female,14-Jun-19,0.84500000000,1.4000000000,1.041,Female,0.623515439,Low,0.041,20.609756100000000,0.001681000000001,,,-0.17241,,
571,1026,6183,1-May-14,Jinak,10,5:25:00 AM,1,Tuanan,adult female with dependent,adult female,20-May-15,0.89200000000,1.5000000000,1.041,Female,2.699460108,Low,0.041,21.756097560000000,0.001681000000001,,,-0.12541,,
652,1038,6411,17-Jul-14,Jinak,10,6:38:00 AM,0,Tuanan,adult female with dependent,adult female,20-May-15,0.67500000000,#NULL!,1.042,Female,3.427540589,Low,0.042,16.071428570000000,0.001764000000001,,,-0.35739,,
818,1041,6935,26-Mar-15,Jinak,10,5:14:00 AM,1,Tuanan,adult female with dependent,adult female,26-Jul-19,0.76900000000,1.3000000000,1.042,Female,2.541000000,Low,0.042,18.309523810000000,0.001764000000001,,,-0.26339,,
346,1043,5464,14-Mar-13,Jinak,10,5:29:00 AM,1,Tuanan,adult female with dependent,adult female,#NULL!,0.83600000000,8.1000000000,1.042,Female,6.970000000,High,0.042,19.904761900000000,0.001764000000001,,,-0.19639,,
789,1062,6822,7-Feb-15,Jinak,10,5:52:00 AM,1,Tuanan,adult female with dependent,adult female,4-Feb-17,2.39100000000,0.7000000000,1.043,Female,4.366000000,High,0.043,55.604651160000000,0.001849000000000,,,1.34410,,
1213,1068,8048,15-Jun-16,Jinak,10,5:53:00 AM,0,Tuanan,adult female with dependent,adult female,14-Jun-19,0.80500000000,0.9000000000,1.044,Female,0.623515439,Low,0.044,18.295454550000000,0.001936000000000,,,-0.25594,,
VTU015,1093,5173,22-Aug-12,Jinak,10,5:14:00 AM,1,Tuanan,adult female with dependent,adult female,11-Oct-13,1.02177650400,1.3087225900,1.048,Female,2.300000000,Low,0.048,21.287010510000000,0.002304000000000,,,-0.09066,,
568,1102,6167,24-Apr-14,Jinak,10,5:33:00 AM,1,Tuanan,adult female with dependent,adult female,20-May-15,1.30500000000,2.5000000000,1.049,Female,1.916167665,Low,0.049,26.632653060000000,0.002401000000001,,,0.18086,,
VTU018,1152,5175,24-Aug-12,Jinak,10,5:45:00 AM,1,Tuanan,adult female with dependent,adult female,29-Sep-13,1.45000000000,1.5012882830,#NULL!,Female,2.300000000,Low,#NULL!,#NULL!,0.000000000000000,,,#NULL!,,
VTU019,1153,5175,24-Aug-12,Jinak,10,6:42:00 AM,1,Tuanan,adult female with dependent,adult female,29-Sep-13,0.07115384615,7.0983692320,#NULL!,Female,2.300000000,Low,#NULL!,#NULL!,0.000000000000000,,,#NULL!,,
VTU082,1196,5417,30-Jan-13,Jinak,10,5:32:00 AM,1,Tuanan,adult female with dependent,adult female,11-Oct-13,0.23237822350,5.0569905440,#NULL!,Female,8.000000000,High,#NULL!,#NULL!,0.000000000000000,,,#NULL!,,
VTU033,1161,5222,14-Sep-12,Juni,30,1:38:00 PM,0,Tuanan,adult female with dependent,adult female,11-Oct-13,1.33710601700,1.8031866920,#NULL!,Male,5.020000000,High,#NULL!,#NULL!,0.000000000000000,,,#NULL!,,
1295,223,8225,6-Aug-16,Jip,20,5:40:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,28-Oct-19,0.13100000000,3.0000000000,1.014,Male,0.478755236,Low,0.014,9.357142857000000,0.000196000000001,,,-0.30491,,
1297,256,8232,7-Aug-16,Jip,20,5:14:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,18-Jul-19,0.08200000000,4.9000000000,1.015,Male,0.478755236,Low,0.015,5.466666667000000,0.000225000000000,,,-0.38154,,
1365,677,8688,26-Jan-17,Jip,20,5:28:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,17-Mar-20,0.99900000000,1.6000000000,1.027,Male,2.173913043,Low,0.027,37.000000000000000,0.000729000000000,,,0.24050,,
1253,733,8144,16-Jul-16,Jip,20,5:27:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,13-Jun-19,0.82300000000,3.7000000000,1.029,Male,0.269784173,Low,0.029,28.379310340000000,0.000841000000001,,,0.02189,,
1255,957,8149,17-Jul-16,Jip,20,5:21:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,13-Jun-19,0.97200000000,0.8000000000,1.038,Male,0.269784173,Low,0.038,25.578947370000000,0.001444000000000,,,0.00235,,
1299,1064,8233,8-Aug-16,Jip,20,5:04:00 AM,0,Tuanan,independent immature (older juvs),semiIndind,18-Jul-19,0.42700000000,2.1000000000,1.044,Male,0.478755236,Low,0.044,9.704545455000000,0.001936000000000,,,-0.63394,,
50,27,#NULL!,8-Oct-09,Jip,20,6:19:00 AM,0,Tuanan,dependent immature - clinging infant (0-4yrs),dependent,#NULL!,0.22200000000,#NULL!,1.006,Male,4.190000000,High,0.006,37.000000000000000,0.000036000000000,,,0.02394,,
31,51,#NULL!,10-Jul-09,Jip,20,9:10:00 AM,0,Tuanan,dependent immature - clinging infant (0-4yrs),dependent,#NULL!,0.42900000000,#NULL!,1.007,Male,4.020000000,High,0.007,61.285714290000000,0.000049000000001,,,0.19957,,
484,309,5802,30-Sep-13,Jip,20,4:34:00 AM,1,Tuanan,dependent immature non-clinging infant (4yrs-weaned),dependent,27-Feb-14,0.36660000000,4.1148000000,1.016,Male,6.580000000,High,0.016,22.912500000000000,0.000256000000000,,,-0.12409,,
29,1136,#NULL!,9-Jul-09,Jip,20,7:31:00 AM,0,Tuanan,dependent immature - clinging infant (0-4yrs),dependent,#NULL!,0.22400000000,#NULL!,#NULL!,Male,4.020000000,High,#NULL!,#NULL!,0.000000000000000,,,#NULL!,,
30,1137,#NULL!,10-Jul-09,Jip,20,6:33:00 AM,0,Tuanan,dependent immature - clinging infant (0-4yrs),dependent,#NULL!,#NULL!,#NULL!,#NULL!,Male,4.020000000,High,#NULL!,#NULL!,0.000000000000000,,,#NULL!,,
33,1138,#NULL!,14-Jul-09,Jip,20,9:57:00 AM,0,Tuanan,dependent immature - clinging infant (0-4yrs),dependent,#NULL!,#NULL!,#NULL!,#NULL!,Male,4.020000000,High,#NULL!,#NULL!,0.000000000000000,,,#NULL!,,
VTU035,1162,5225,15-Sep-12,Jip,20,9:06:00 AM,0,Tuanan,dependent immature non-clinging infant (4yrs-weaned),dependent,23-Nov-13,0.03268041237,2.3793288120,#NULL!,Male,5.020000000,High,#NULL!,#NULL!,0.000000000000000,,,#NULL!,,
620,53,6312,15-Jun-14,Jip,20,5:35:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,20-May-15,0.03000000000,13.3000000000,1.008,Male,3.126879134,Low,0.008,3.750000000000000,0.000064000000000,,,-0.23033,,
755,265,6675,29-Nov-14,Jip,20,4:58:00 AM,1,Tuanan,semi-independent immature (juveniles),semiIndind,1-Nov-16,0.27200000000,3.5000000000,1.015,Male,5.743651753,High,0.015,18.133333330000000,0.000225000000000,,,-0.19154,,
576,529,6203,9-May-14,Jip,20,5:40:00 AM,1,Tuanan,semi-independent immature (juveniles),semiIndind,20-May-15,0.44800000000,3.1000000000,1.023,Male,2.699460108,Low,0.023,19.478260870000000,0.000529000000000,,,-0.21967,,
752,803,6669,27-Nov-14,Jip,20,4:45:00 AM,1,Tuanan,semi-independent immature (juveniles),semiIndind,15-Oct-15,0.49600000000,0.9000000000,1.032,Male,5.743651753,High,0.032,15.500000000000000,0.001024000000000,,,-0.36550,,
VTU020,1154,5179,25-Aug-12,Joya,71,5:20:00 AM,1,Tuanan,adult female with dependent,adult female,11-Oct-13,0.58997134670,3.0221173750,#NULL!,Male,2.300000000,Low,#NULL!,#NULL!,0.000000000000000,,,#NULL!,,
144,74,3801,19-Jan-10,Juni,30,1:26:00 PM,0,Tuanan,adult female with dependent,adult female,#NULL!,0.16400000000,#NULL!,1.009,Female,2.160000000,Low,0.009,18.222222220000000,0.000081000000000,,,-0.12676,,
141,89,3799,18-Jan-10,Juni,30,2:20:00 PM,0,Tuanan,adult female with dependent,adult female,#NULL!,#NULL!,#NULL!,1.009,Female,2.160000000,Low,0.009,#NULL!,0.000081000000000,,,#NULL!,,
