sample_number,follow_number,Date_Collected,Orangutan_ID,Time_Collected,First_Urine_Day,Site,Age_Class,Analysis_Date,Creatinine_Result,CV,SGmeter,Sex,Habitat_Wide,HI_Low_FAI_Quartiles,SG-1,Cr/(SG-1)
21,3468,12-Jun-09,Ekko,9:22:00 AM,FALSE,Tuanan,adult unflanged male,,0.927,,1.02,Male,6.16,High,0.02,46.35
11,3366,14-May-09,Ekko,11:10:00 AM,FALSE,Tuanan,adult unflanged male,,Out,,,Male,5.62,High,,
290,5248,02-Oct-12,Fayesh,,FALSE,Tuanan,adult flanged male,08-Apr-15,1.725,3.9,1.038,Male,6.55,High,0.038,45.39473684
VTU038,N/A,28-Sep-12,Frodo,10:58:00 AM,FALSE,Tuanan,adult unflanged male,,0.681044776,,,Male,5.02,High,,
VTU009,5162,15-Aug-12,Fugit,6:23:00 AM,TRUE,Tuanan,adult flanged male,15-Oct-13,0.70641791,0.478077689,,Male,2.3,Low,,
1351,8562,07-Dec-16,Fugit,5:29:00 AM,TRUE,Tuanan,adult flanged male,13-Mar-20,0.961,1.5,1.031,Male,2.138057422,Low,0.031,31
767,6743,11-Jan-15,Fugit,6:12:00 AM,TRUE,Tuanan,adult flanged male,01-Nov-16,0.541,1.6,1.049,Male,5.391,High,0.049,11.04081633
1349,8547,01-Dec-16,Fugit,5:21:00 AM,TRUE,Tuanan,adult flanged male,13-Mar-20,0.378,1.7,1.012,Male,2.138057422,Low,0.012,31.5
1348,8544,30-Nov-16,Fugit,5:27:00 AM,TRUE,Tuanan,adult flanged male,13-Mar-20,0.286,2.2,1.006,Male,1.125989044,Low,0.006,47.66666667
1350,8555,06-Dec-16,Fugit,4:52:00 AM,TRUE,Tuanan,adult flanged male,13-Mar-20,0.649,2.2,1.014,Male,2.138057422,Low,0.014,46.35714286
VTU007,5159,13-Aug-12,Fugit,1:12:00 PM,FALSE,Tuanan,adult flanged male,15-Oct-13,0.392,4.74653638,,Male,2.3,Low,,
286,5162,15-Aug-12,Fugit,6:23:00 AM,TRUE,Tuanan,adult flanged male,08-Apr-15,0.585,7.6,1.016,Male,2.3,Low,0.016,36.5625
919,7164,28-Jun-15,Gismo,4:47:00 AM,TRUE,Tuanan,adult flanged male,08-Nov-19,0.915,0.8,1.034,Male,2.569,Low,0.034,26.91176471
1429,8931,18-May-17,Gismo,4:58:00 AM,TRUE,Tuanan,adult flanged male,03-Apr-20,0.882,1,1.04,Male,2.866831073,Low,0.04,22.05
1382,8811,19-Mar-17,Gismo,5:55:00 AM,FALSE,Tuanan,adult flanged male,17-Mar-20,0.311,1.1,1.009,Male,1.814268143,Low,0.009,34.55555556
547,6117,07-Apr-14,Gismo,5:26:00 AM,TRUE,Tuanan,adult flanged male,29-Apr-15,0.539,1.1,1.023,Male,1.916167665,Low,0.023,23.43478261
546,6116,06-Apr-14,Gismo,8:01:00 AM,FALSE,Tuanan,adult flanged male,29-Apr-15,0.047,1.2,1.005,Male,1.916167665,Low,0.005,9.4
1215,8052,16-Jun-16,Gismo,6:58:00 AM,FALSE,Tuanan,adult flanged male,14-Jun-19,1.19,1.2,1.023,Male,0.623515439,Low,0.023,51.73913043
VTU026,5199,01-Sep-12,Gismo,2:28:00 PM,FALSE,Tuanan,adult unflanged male,23-Nov-13,0.055206186,1.320460843,1.002,Male,5.02,High,0.002,27.60309278
1425,8924,16-May-17,Gismo,6:25:00 AM,FALSE,Tuanan,adult flanged male,03-Apr-20,0.27,1.4,1.009,Male,2.866831073,Low,0.009,30
976,7401,02-Oct-15,Gismo,5:42:00 AM,FALSE,Tuanan,adult flanged male,13-Dec-19,0.934,1.4,1.047,Male,4.69,High,0.047,19.87234043
1473,9035,15-Jul-17,Gismo,5:22:00 AM,TRUE,Tuanan,adult flanged male,08-Apr-20,0.645,1.5,1.036,Male,3.214731586,Low,0.036,17.91666667
1381,8805,17-Mar-17,Gismo,5:29:00 AM,TRUE,Tuanan,adult flanged male,17-Mar-20,1.046,1.5,1.036,Male,1.814268143,Low,0.036,29.05555556
1218,8057,17-Jun-16,Gismo,5:37:00 AM,TRUE,Tuanan,adult flanged male,14-Jun-19,0.889,1.9,1.036,Male,0.623515439,Low,0.036,24.69444444
1427,8927,17-May-17,Gismo,5:52:00 AM,TRUE,Tuanan,adult flanged male,03-Apr-20,0.356,2,1.008,Male,2.866831073,Low,0.008,44.5
482,5770,26-Sep-13,Gismo,5:24:00 AM,TRUE,Tuanan,adult unflanged male,27-Feb-14,0.8327,2.7162,1.043,Male,6.58,High,0.043,19.36511628
VTU027,5200,02-Sep-12,Gismo,11:44:00 AM,FALSE,Tuanan,adult unflanged male,18-Mar-15,1.307,3,,Male,5.02,High,,
1221,8062,18-Jun-16,Gismo,9:52:00 AM,TRUE,Tuanan,adult flanged male,14-Jun-19,0.742,3.1,1.023,Male,0.623515439,Low,0.023,32.26086957
VTU022,5184,26-Aug-12,Gismo,9:46:00 AM,FALSE,Tuanan,adult unflanged male,15-Oct-13,1.041492537,6.586692573,1.026,Male,2.3,Low,0.026,40.05740528
288,5200,02-Sep-12,Gismo,11:44:00 AM,FALSE,Tuanan,adult flanged male,08-Apr-15,0.128,7.4,1.038,Male,5.02,High,0.038,3.368421053
101,3710,30-Nov-09,Gismo,3:43:00 PM,FALSE,Tuanan,adult unflanged male,,0.176,,1.005,Male,3.92,High,0.005,35.2
67,4446,31-Oct-09,Gismo,8:10:00 AM,FALSE,Tuanan,adult unflanged male,,0.716,,1.026,Male,4.19,High,0.026,27.53846154
84,3642,03-Nov-09,Gismo,4:31:00 AM,TRUE,Tuanan,adult unflanged male,,1.026,,1.033,Male,3.92,High,0.033,31.09090909
69,,01-Nov-09,Gismo,12:34:00 PM,FALSE,Tuanan,adult unflanged male,,1.037,,1.041,Male,3.92,High,0.041,25.29268293
77,3642,03-Nov-09,Gismo,,TRUE,Tuanan,adult unflanged male,,1.305,,1.032,Male,3.92,High,0.032,40.78125
83,3642,03-Nov-09,Gismo,1:21:00 PM,FALSE,Tuanan,adult unflanged male,,1.307,,1.031,Male,3.92,High,0.031,42.16129032
9,3351,07-May-09,Gismo,12:44:00 PM,FALSE,Tuanan,adult flanged male,,1.517,,1.044,Male,5.62,High,0.044,34.47727273
71,,01-Nov-09,Gismo,11:01:00 AM,FALSE,Tuanan,adult unflanged male,,1.622,,1.035,Male,3.92,High,0.035,46.34285714
643,6397,14-Jul-14,Guapo,5:41:00 AM,TRUE,Tuanan,adult flanged male,20-May-15,1.26,0.5,1.044,Male,4.423,High,0.044,28.63636364
434,5657,25-Jul-13,Guapo,5:30:00 AM,FALSE,Tuanan,adult flanged male,27-Feb-14,1.467901235,2.111210322,1.07,Male,3,Low,0.07,20.97001764
564,6156,20-Apr-14,Helium,7:54:00 AM,FALSE,Tuanan,adult flanged male,20-May-15,0.871,0.5,1.021,Male,1.916167665,Low,0.021,41.47619048
502,5891,14-Nov-13,Helium,5:16:00 AM,TRUE,Tuanan,adult flanged male,27-Apr-15,1.02,0.5,1.038,Male,7.26,High,0.038,26.84210526
1319,8313,03-Sep-16,Helium,7:32:00 AM,TRUE,Tuanan,adult flanged male,11-Mar-20,0.477,1.2,1.013,Male,1.086300543,Low,0.013,36.69230769
471,5735,09-Sep-13,Helium,5:06:00 AM,TRUE,Tuanan,adult flanged male,18-Mar-15,1.49,1.4,1.04,Male,6.58,High,0.04,37.25
1443,8957,27-May-17,Helium,5:18:00 AM,TRUE,Tuanan,adult flanged male,03-Apr-20,0.907,1.5,1.027,Male,2.866831073,Low,0.027,33.59259259
570,6185,01-May-14,Helium,5:12:00 AM,TRUE,Tuanan,adult flanged male,20-May-15,1.144,1.7,1.031,Male,2.699460108,Low,0.031,36.90322581
1476,9048,21-Jul-17,Helium,5:05:00 AM,TRUE,Tuanan,adult flanged male,08-Apr-20,0.698,1.9,1.022,Male,3.214731586,Low,0.022,31.72727273
856,7043,09-May-15,Helium,9:06:00 AM,FALSE,Tuanan,adult flanged male,04-Sep-19,0.357,2,1.016,Male,1.951,Low,0.016,22.3125
1480,9054,23-Jul-17,Helium,5:19:00 AM,TRUE,Tuanan,adult flanged male,08-Apr-20,0.927,2.1,1.034,Male,3.214731586,Low,0.034,27.26470588
569,6182,30-Apr-14,Helium,6:06:00 AM,TRUE,Tuanan,adult flanged male,20-May-15,1.327,2.1,1.04,Male,1.916167665,Low,0.04,33.175
563,6156,20-Apr-14,Helium,5:25:00 AM,TRUE,Tuanan,adult flanged male,20-May-15,1.104,2.6,1.039,Male,1.916167665,Low,0.039,28.30769231
572,6188,02-May-14,Helium,5:10:00 AM,TRUE,Tuanan,adult flanged male,20-May-15,0.794,2.7,1.032,Male,2.699460108,Low,0.032,24.8125
799,6876,22-Feb-15,Helium,10:25:00 AM,FALSE,Tuanan,adult flanged male,26-Jul-19,0.212,3.5,1.024,Male,4.366,High,0.024,8.833333333
560,6150,18-Apr-14,Helium,4:51:00 AM,TRUE,Tuanan,adult flanged male,20-May-15,1.256,3.6,1.029,Male,1.916167665,Low,0.029,43.31034483
860,7046,10-May-15,Helium,5:08:00 AM,TRUE,Tuanan,adult flanged male,04-Sep-19,0.317,3.8,1.016,Male,1.951,Low,0.016,19.8125
562,6153,19-Apr-14,Helium,7:29:00 AM,FALSE,Tuanan,adult flanged male,20-May-15,1.142,6.8,1.048,Male,1.916167665,Low,0.048,23.79166667
558,6147,17-Apr-14,Helium,5:26:00 AM,TRUE,Tuanan,adult flanged male,20-May-15,1.001,6.9,1.04,Male,1.916167665,Low,0.04,25.025
861,7048,11-May-15,Helium,6:54:00 AM,FALSE,Tuanan,adult flanged male,04-Sep-19,0.183,10.6,1.013,Male,1.951,Low,0.013,14.07692308
557,6144,16-Apr-14,Helium,10:56:00 AM,FALSE,Tuanan,adult flanged male,,1.338,,1.036,Male,1.916167665,Low,0.036,37.16666667
VTU030,5213,11-Sep-12,Helium,9:26:00 AM,FALSE,Tuanan,adult flanged male,,1.432,,,Male,5.02,High,,
605,6281,27-May-14,Henk,7:13:00 AM,FALSE,Tuanan,adult flanged male,20-May-15,0.767,0.2,1.03,Male,2.699460108,Low,0.03,25.56666667
549,6121,08-Apr-14,Henk,9:32:00 AM,FALSE,Tuanan,adult flanged male,29-Apr-15,1.585,0.5,1.039,Male,1.916167665,Low,0.039,40.64102564
1327,8382,07-Oct-16,Henk,4:49:00 AM,TRUE,Tuanan,adult flanged male,11-Mar-20,0.816,0.6,1.032,Male,1.579586877,Low,0.032,25.5
469,5733,07-Sep-13,Henk,5:04:00 AM,TRUE,Tuanan,adult flanged male,21-Mar-14,1.561,0.932066579,1.05,Male,6.58,High,0.05,31.22
1328,8385,08-Oct-16,Henk,4:54:00 AM,TRUE,Tuanan,adult flanged male,11-Mar-20,0.826,1,1.026,Male,1.579586877,Low,0.026,31.76923077
552,6125,10-Apr-14,Henk,4:59:00 AM,TRUE,Tuanan,adult flanged male,29-Apr-15,1.19,1.1,1.039,Male,1.916167665,Low,0.039,30.51282051
550,6121,08-Apr-14,Henk,11:55:00 AM,FALSE,Tuanan,adult flanged male,29-Apr-15,1.12,1.3,1.041,Male,1.916167665,Low,0.041,27.31707317
625,6321,18-Jun-14,Henk,,TRUE,Tuanan,adult flanged male,20-May-15,0.899,1.5,1.026,Male,3.126879134,Low,0.026,34.57692308
548,6119,07-Apr-14,Henk,10:48:00 AM,FALSE,Tuanan,adult flanged male,29-Apr-15,1.156,1.7,1.03,Male,1.916167665,Low,0.03,38.53333333
979,7414,04-Oct-15,Henk,4:59:00 AM,TRUE,Tuanan,adult flanged male,13-Dec-19,0.889,1.9,1.055,Male,4.69,High,0.055,16.16363636
719,6573,01-Oct-14,Henk,4:55:00 AM,TRUE,Tuanan,adult flanged male,15-Oct-15,1.119,2,1.039,Male,4.224502112,High,0.039,28.69230769
1334,8432,27-Oct-16,Henk,5:13:00 AM,TRUE,Tuanan,adult flanged male,11-Mar-20,0.36,2.1,1.012,Male,1.579586877,Low,0.012,30
718,6571,30-Sep-14,Henk,7:11:00 AM,TRUE,Tuanan,adult flanged male,15-Oct-15,1.109,2.3,1.04,Male,3.204353083,Low,0.04,27.725
592,6257,22-May-14,Henk,7:50:00 AM,FALSE,Tuanan,adult flanged male,20-May-15,1.602,2.3,1.036,Male,2.699460108,Low,0.036,44.5
466,5730,04-Sep-13,Henk,5:42:00 AM,TRUE,Tuanan,adult flanged male,17-Mar-14,1.324,2.41,1.048,Male,6.58,High,0.048,27.58333333
602,6276,26-May-14,Henk,11:50:00 AM,FALSE,Tuanan,adult flanged male,20-May-15,0.786,3.1,1.032,Male,2.699460108,Low,0.032,24.5625
713,6565,27-Sep-14,Henk,4:38:00 AM,TRUE,Tuanan,adult flanged male,15-Oct-15,1.114,3.1,1.041,Male,3.204353083,Low,0.041,27.17073171
714,6567,28-Sep-14,Henk,4:40:00 AM,TRUE,Tuanan,adult flanged male,15-Oct-15,1.08,3.5,1.045,Male,3.204353083,Low,0.045,24
551,6124,09-Apr-14,Henk,5:11:00 AM,TRUE,Tuanan,adult flanged male,29-Apr-15,0.968,4,1.036,Male,1.916167665,Low,0.036,26.88888889
712,6564,26-Sep-14,Henk,4:33:00 AM,TRUE,Tuanan,adult flanged male,15-Oct-15,1.197,4,1.035,Male,3.204353083,Low,0.035,34.2
468,5732,06-Sep-13,Henk,4:50:00 AM,TRUE,Tuanan,adult flanged male,27-Feb-14,1.452,4.084,1.037,Male,6.58,High,0.037,39.24324324
597,6266,24-May-14,Henk,5:05:00 AM,TRUE,Tuanan,adult flanged male,20-May-15,0.901,4.4,1.029,Male,2.699460108,Low,0.029,31.06896552
VTU075,5391,16-Dec-12,Henk,6:29:00 AM,FALSE,Tuanan,adult flanged male,15-Oct-13,0.320447761,4.479111423,,Male,8.91,High,,
467,5731,05-Sep-13,Henk,4:58:00 PM,TRUE,Tuanan,adult flanged male,27-Feb-14,2.077,7.3501,1.046,Male,6.58,High,0.046,45.15217391
1499,9118,21-Aug-17,unknown adult flanged male,11:52:00 AM,FALSE,Tuanan,adult flanged male,10-Apr-20,0.862,0.2,1.035,Male,"2.646153846
3.320012296
4.160246533
3.658161697
4.149765991
3.427672956
2.893991821
3.68503937
2.64615",Low,0.035,24.62857143
1497,9112,19-Aug-17,unknown adult flanged male,5:37:00 AM,TRUE,Tuanan,adult flanged male,10-Apr-20,0.631,0.4,1.02,Male,"2.646153846
3.320012296
4.160246533
3.658161697
4.149765991
3.427672956
2.893991821
3.68503937
2.64615",Low,0.02,31.55
1515,9153,04-Sep-17,unknown adult flanged male,5:13:00 AM,TRUE,Tuanan,adult flanged male,10-Apr-20,0.908,1.2,1.02,Male,3.320012296,Low,0.02,45.4
1511,9150,03-Sep-17,unknown adult flanged male,5:42:00 AM,TRUE,Tuanan,adult flanged male,10-Apr-20,0.503,1.3,1.016,Male,3.320012296,Low,0.016,31.4375
58,3622,25-Oct-09,Ido,10:20:00 AM,FALSE,Tuanan,semi-independent immature (juveniles),,0.759,,1.025,Male,4.19,High,0.025,30.36
57,3621,24-Oct-09,Ido,5:01:00 AM,TRUE,Tuanan,semi-independent immature (juveniles),,0.76,,1.024,Male,4.19,High,0.024,31.66666667
VTU100,5487,30-Mar-13,Inul,10:14:00 AM,FALSE,Tuanan,adult female with dependent,15-Oct-13,0.190298507,0.443674843,1.005,Female,6.97,High,0.005,38.05970149
1366,8691,27-Jan-17,Inul,5:57:00 AM,FALSE,Tuanan,adult female with dependent,17-Mar-20,0.232,0.5,1.012,Female,2.173913043,Low,0.012,19.33333333
738,6626,16-Nov-14,Inul,4:38:00 AM,TRUE,Tuanan,adult female no dependent,15-Oct-15,0.574,0.5,1.031,Female,5.743651753,High,0.031,18.51612903
1353,8571,10-Dec-16,Inul,5:29:00 AM,TRUE,Tuanan,adult female with dependent,13-Mar-20,0.445,0.9,1.012,Female,2.138057422,Low,0.012,37.08333333
523,6030,14-Feb-14,Inul,7:50:00 AM,TRUE,Tuanan,adult female no dependent,29-Apr-15,1.36,1,1.039,Female,6.524317912,High,0.039,34.87179487
659,6429,21-Jul-14,Inul,5:28:00 AM,TRUE,Tuanan,adult female with dependent,18-Mar-15,0.915,1.1,1.048,Female,3.427540589,Low,0.048,19.0625
1136,7814,20-Apr-16,Inul,5:10:00 AM,TRUE,Tuanan,adult female with dependent,17-Jun-19,0.179,1.2,1.011,Female,1.17959304,Low,0.011,16.27272727
766,6740,10-Jan-15,Inul,5:35:00 AM,TRUE,Tuanan,adult female with dependent,01-Nov-16,2.074,1.3,1.031,Female,5.391,High,0.031,66.90322581
581,6227,14-May-14,Inul,4:58:00 AM,TRUE,Tuanan,adult female with dependent,20-May-15,0.567,1.4,1.03,Female,2.699460108,Low,0.03,18.9
1245,8721,10-Jul-16,Inul,5:45:00 AM,TRUE,Tuanan,adult female with dependent,13-Jun-19,0.577,1.5,1.026,Female,0.269784173,Low,0.026,22.19230769
1339,8467,05-Nov-16,Inul,4:58:00 AM,TRUE,Tuanan,adult female with dependent,13-Mar-20,0.986,1.5,1.028,Female,1.125989044,Low,0.028,35.21428571
914,7150,22-Jun-15,Inul,5:15:00 AM,TRUE,Tuanan,adult female with dependent,08-Nov-19,0.487,1.6,1.028,Female,2.569,Low,0.028,17.39285714
768,6744,11-Jan-15,Inul,6:48:00 AM,TRUE,Tuanan,adult female with dependent,01-Nov-16,1.268,1.6,1.037,Female,5.391,High,0.037,34.27027027
VTU099,5487,30-Mar-13,Inul,4:49:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-13,1.087164179,1.7279655,1.017,Female,6.97,High,0.017,63.95083406
918,7159,26-Jun-15,Inul,5:17:00 AM,TRUE,Tuanan,adult female with dependent,08-Nov-19,0.461,1.8,1.023,Female,2.569,Low,0.023,20.04347826
666,6438,23-Jul-14,Inul,2:42:00 PM,FALSE,Tuanan,adult female with dependent,15-Oct-15,0.8,1.8,1.043,Female,3.427540589,Low,0.043,18.60465116
492,5817,19-Oct-13,Inul,12:36:00 PM,FALSE,Tuanan,adult female with dependent,18-Mar-15,0.314,1.9,1.002,Female,4.17,High,0.002,157
661,6434,22-Jul-14,Inul,5:28:00 AM,TRUE,Tuanan,adult female with dependent,20-May-15,1.121,1.9,1.05,Female,3.427540589,Low,0.05,22.42
742,6644,20-Nov-14,Inul,5:01:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-15,0.313,2,1.013,Female,5.743651753,High,0.013,24.07692308
743,6649,21-Nov-14,Inul,9:56:00 AM,FALSE,Tuanan,adult female no dependent,15-Oct-15,0.404,2,1.025,Female,5.743651753,High,0.025,16.16
1240,8113,07-Jul-16,Inul,5:24:00 AM,TRUE,Tuanan,adult female with dependent,13-Jun-19,0.676,2,1.039,Female,0.269784173,Low,0.039,17.33333333
981,7424,08-Oct-15,Inul,5:36:00 AM,TRUE,Tuanan,adult female with dependent,13-Dec-19,1.023,2.2,1.044,Female,4.69,High,0.044,23.25
VTU058,5306,23-Oct-12,Inul,11:30:00 AM,FALSE,Tuanan,adult female with dependent,21-Mar-14,3.924459877,2.224436896,,Female,6.55,High,,
1135,7812,19-Apr-16,Inul,5:11:00 AM,FALSE,Tuanan,adult female with dependent,17-Jun-19,0.181,2.4,1.012,Female,1.17959304,Low,0.012,15.08333333
1414,8899,05-May-17,Inul,5:35:00 AM,FALSE,Tuanan,adult female with dependent,24-Mar-20,0.257,2.4,1.014,Female,2.866831073,Low,0.014,18.35714286
1082,7697,06-Feb-16,Inul,8:41:00 AM,FALSE,Tuanan,adult female with dependent,24-Jun-19,0.3,2.4,1.024,Female,1.086637298,Low,0.024,12.5
1416,8902,06-May-17,Inul,5:10:00 AM,TRUE,Tuanan,adult female with dependent,24-Mar-20,0.215,2.5,1.011,Female,2.866831073,Low,0.011,19.54545455
655,6420,19-Jul-14,Inul,12:22:00 PM,FALSE,Tuanan,adult female with dependent,20-May-15,0.551,2.7,1.041,Female,3.427540589,Low,0.041,13.43902439
1340,8474,07-Nov-16,Inul,5:17:00 AM,TRUE,Tuanan,adult female with dependent,17-Mar-20,1.405,2.7,1.033,Female,1.125989044,Low,0.033,42.57575758
1354,8574,11-Dec-16,Inul,5:50:00 AM,TRUE,Tuanan,adult female with dependent,13-Mar-20,0.712,3,1.03,Female,2.138057422,Low,0.03,23.73333333
740,6640,19-Nov-14,Inul,5:12:00 AM,TRUE,Tuanan,adult female no dependent,15-Oct-15,0.563,3.1,1.024,Female,5.743651753,High,0.024,23.45833333
586,6237,17-May-14,Inul,10:18:00 AM,FALSE,Tuanan,adult female with dependent,20-May-15,0.327,3.2,1.015,Female,2.699460108,Low,0.015,21.8
1243,8118,09-Jul-16,Inul,7:15:00 AM,TRUE,Tuanan,adult female with dependent,13-Jun-19,0.387,3.2,1.019,Female,0.269784173,Low,0.019,20.36842105
579,6218,12-May-14,Inul,5:12:00 AM,TRUE,Tuanan,adult female with dependent,20-May-15,0.858,3.8,1.044,Female,2.699460108,Low,0.044,19.5
582,6227,14-May-14,Inul,12:40:00 PM,FALSE,Tuanan,adult female with dependent,20-May-15,0.562,4,1.034,Female,2.699460108,Low,0.034,16.52941176
770,6750,13-Jan-15,Inul,5:19:00 AM,TRUE,Tuanan,adult female with dependent,01-Nov-16,2.537,4.4,1.055,Female,5.391,High,0.055,46.12727273
1080,7694,05-Feb-16,Inul,4:40:00 AM,TRUE,Tuanan,adult female with dependent,24-Jun-19,0.324,4.6,1.026,Female,1.086637298,Low,0.026,12.46153846
1241,8115,08-Jul-16,Inul,5:50:00 AM,TRUE,Tuanan,adult female with dependent,13-Jun-19,1.33,5.2,1.041,Female,0.269784173,Low,0.041,32.43902439
769,6747,12-Jan-15,Inul,5:48:00 AM,TRUE,Tuanan,adult female with dependent,01-Nov-16,0.544,5.4,1.04,Female,5.391,High,0.04,13.6
585,6235,16-May-14,Inul,10:49:00 AM,FALSE,Tuanan,adult female with dependent,20-May-15,0.347,5.6,1.022,Female,2.699460108,Low,0.022,15.77272727
577,6208,10-May-14,Inul,5:06:00 AM,TRUE,Tuanan,adult female with dependent,20-May-15,0.553,"3.1
 
 
3.9",1.037,Female,2.699460108,Low,0.037,14.94594595
1237,8108,05-Jul-16,Ipsy,5:36:00 AM,TRUE,Tuanan,independent immature (older juvs),18-Jul-19,0.552,0.5,1.033,Female,0.269784173,Low,0.033,16.72727273
1244,8123,10-Jul-16,Ipsy,5:43:00 AM,TRUE,Tuanan,independent immature (older juvs),13-Jun-19,0.502,1.2,1.03,Female,0.269784173,Low,0.03,16.73333333
1239,8114,07-Jul-16,Ipsy,5:35:00 AM,TRUE,Tuanan,independent immature (older juvs),13-Jun-19,0.727,1.2,1.043,Female,0.269784173,Low,0.043,16.90697674
1504,9135,28-Aug-17,Ipsy,5:27:00 AM,TRUE,Tuanan,independent immature (older juvs),10-Apr-20,1.319,2.1,1.049,Female,"2.646153846
3.320012296
4.160246533
3.658161697
4.149765991
3.427672956
2.893991821
3.68503937
2.64615",Low,0.049,26.91836735
1236,8106,04-Jul-16,Ipsy,5:36:00 AM,TRUE,Tuanan,independent immature (older juvs),18-Jul-19,0.584,2.6,1.044,Female,0.269784173,Low,0.044,13.27272727
1507,9141,30-Aug-17,Ipsy,5:16:00 AM,TRUE,Tuanan,independent immature (older juvs),10-Apr-20,0.166,2.7,1.01,Female,"2.646153846
3.320012296
4.160246533
3.658161697
4.149765991
3.427672956
2.893991821
3.68503937
2.64615",Low,0.01,16.6
1238,8112,06-Jul-16,Ipsy,5:41:00 AM,TRUE,Tuanan,independent immature (older juvs),13-Jun-19,0.552,3.6,1.028,Female,0.269784173,Low,0.028,19.71428571
660,6430,21-Jul-14,Ipsy,5:36:00 AM,TRUE,Tuanan,independent immature (older juvs),20-May-15,0.617,3.9,1.052,Female,3.427540589,Low,0.052,11.86538462
1242,8117,08-Jul-16,Ipsy,5:48:00 AM,TRUE,Tuanan,independent immature (older juvs),13-Jun-19,0.834,8.5,1.039,Female,0.269784173,Low,0.039,21.38461538
1330,8419,22-Oct-16,Isidor,4:55:00 AM,TRUE,Tuanan,adult flanged male,11-Mar-20,0.423,1.3,1.023,Male,1.579586877,Low,0.023,18.39130435
1331,8422,23-Oct-16,Isidor,5:35:00 AM,TRUE,Tuanan,adult flanged male,11-Mar-20,0.224,2,1.011,Male,1.579586877,Low,0.011,20.36363636
1333,8430,26-Oct-16,Isidor,4:55:00 AM,TRUE,Tuanan,adult flanged male,11-Mar-20,0.224,2.7,1.014,Male,1.579586877,Low,0.014,16
463,5724,01-Sep-13,Jinak,5:24:00 AM,TRUE,Tuanan,adult female with dependent,27-Feb-14,0.715277778,0.091534858,1.039,Female,6.58,High,0.039,18.34045584
VTU011,5168,20-Aug-12,Jinak,11:44:00 AM,FALSE,Tuanan,adult female with dependent,11-Oct-13,0.684527221,0.236787537,1.023,Female,2.3,Low,0.023,29.76205307
1130,7794,28-Mar-16,Jinak,5:29:00 AM,TRUE,Tuanan,adult female with dependent,18-Jul-19,0.384,0.3,1.029,Female,0.558659218,Low,0.029,13.24137931
VTU013,5168,20-Aug-12,Jinak,8:20:00 AM,FALSE,Tuanan,adult female with dependent,11-Oct-13,0.495415473,0.572556098,1.02,Female,2.3,Low,0.02,24.77077364
VTU093,5460,12-Mar-13,Jinak,5:24:00 AM,TRUE,Tuanan,adult female with dependent,18-Mar-15,1.504,0.6,1.035,Female,6.97,High,0.035,42.97142857
925,7183,03-Jul-15,Jinak,4:43:00 AM,TRUE,Tuanan,adult female with dependent,08-Nov-19,0.451,0.7,1.015,Female,4.423,High,0.015,30.06666667
789,6822,07-Feb-15,Jinak,5:52:00 AM,TRUE,Tuanan,adult female with dependent,04-Feb-17,2.391,0.7,1.043,Female,4.366,High,0.043,55.60465116
820,6938,27-Mar-15,Jinak,5:06:00 AM,TRUE,Tuanan,adult female with dependent,26-Jul-19,0.41,0.8,1.024,Female,2.541,Low,0.024,17.08333333
465,5725,02-Sep-13,Jinak,5:06:00 AM,TRUE,Tuanan,adult female with dependent,21-Feb-14,1.359714286,0.861781746,1.038,Female,6.58,High,0.038,35.78195489
400,5575,29-Jun-13,Jinak,5:14:00 AM,TRUE,Tuanan,adult female with dependent,27-Apr-15,0.667,0.9,1.02,Female,4.64,High,0.02,33.35
1213,8048,15-Jun-16,Jinak,5:53:00 AM,FALSE,Tuanan,adult female with dependent,14-Jun-19,0.805,0.9,1.044,Female,0.623515439,Low,0.044,18.29545455
1376,8737,17-Feb-17,Jinak,4:56:00 AM,TRUE,Tuanan,adult female with dependent,24-Mar-20,1.29,0.9,1.032,Female,1.620299603,Low,0.032,40.3125
848,7026,04-May-15,Jinak,6:06:00 AM,FALSE,Tuanan,adult female with dependent,04-Sep-19,0.064,1,1.011,Female,1.951,Low,0.011,5.818181818
1360,8640,06-Jan-17,Jinak,5:28:00 AM,TRUE,Tuanan,adult female with dependent,13-Mar-20,0.587,1,1.02,Female,2.173913043,Low,0.02,29.35
737,6624,16-Nov-14,Jinak,5:15:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-15,0.375,1.1,1.018,Female,5.743651753,High,0.018,20.83333333
1131,7798,30-Mar-16,Jinak,5:17:00 AM,TRUE,Tuanan,adult female with dependent,18-Jul-19,0.377,1.3,1.024,Female,0.558659218,Low,0.024,15.70833333
922,7179,02-Jul-15,Jinak,4:45:00 AM,TRUE,Tuanan,adult female with dependent,08-Nov-19,0.436,1.3,1.015,Female,4.423,High,0.015,29.06666667
818,6935,26-Mar-15,Jinak,5:14:00 AM,TRUE,Tuanan,adult female with dependent,26-Jul-19,0.769,1.3,1.042,Female,2.541,Low,0.042,18.30952381
VTU015,5173,22-Aug-12,Jinak,5:14:00 AM,TRUE,Tuanan,adult female with dependent,11-Oct-13,1.021776504,1.30872259,1.048,Female,2.3,Low,0.048,21.28701051
