sample_number,follow_number,Date_Collected,Orangutan_ID,Time_Collected,First_Urine_Day,Site,Age_Class,Analysis_Date,Creatinine_Result,CV,SGmeter,Sex,Habitat_Wide,HI_Low_FAI_Quartiles,SG-1,Cr/(SG-1)
1129,7790,27-Mar-16,Jinak,5:44:00 AM,TRUE,Tuanan,adult female with dependent,18-Jul-19,0.401,1.4,1.026,Female,0.558659218,Low,0.026,15.42307692
1216,8053,16-Jun-16,Jinak,5:30:00 AM,TRUE,Tuanan,adult female with dependent,14-Jun-19,0.845,1.4,1.041,Female,0.623515439,Low,0.041,20.6097561
791,6826,09-Feb-15,Jinak,5:08:00 AM,TRUE,Tuanan,adult female with dependent,04-Feb-17,0.222,1.5,1.01,Female,4.366,High,0.01,22.2
736,6612,12-Nov-14,Jinak,5:14:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-15,0.245,1.5,1.021,Female,5.743651753,High,0.021,11.66666667
1341,8484,11-Nov-16,Jinak,4:52:00 AM,TRUE,Tuanan,adult female with dependent,13-Mar-20,0.729,1.5,1.022,Female,1.125989044,Low,0.022,33.13636364
571,6183,01-May-14,Jinak,5:25:00 AM,TRUE,Tuanan,adult female with dependent,20-May-15,0.892,1.5,1.041,Female,2.699460108,Low,0.041,21.75609756
788,6820,06-Feb-15,Jinak,5:16:00 AM,TRUE,Tuanan,adult female with dependent,04-Feb-17,1.475,1.5,1.032,Female,4.366,High,0.032,46.09375
VTU018,5175,24-Aug-12,Jinak,5:45:00 AM,TRUE,Tuanan,adult female with dependent,29-Sep-13,1.45,1.501288283,,Female,2.3,Low,#VALUE!,#VALUE!
790,6824,08-Feb-15,Jinak,5:46:00 AM,TRUE,Tuanan,adult female with dependent,04-Feb-17,1.22,1.6,1.032,Female,4.366,High,0.032,38.125
401,5577,30-Jun-13,Jinak,5:32:00 AM,TRUE,Tuanan,adult female with dependent,21-Feb-14,0.4011,1.8498612,1.03,Female,4.64,High,0.03,13.37
399,5570,27-Jun-13,Jinak,5:38:00 AM,TRUE,Tuanan,adult female with dependent,27-Apr-15,1.336,2,1.01,Female,4.64,High,0.01,133.6
517,5988,11-Jan-14,Jinak,5:26:00 AM,TRUE,Tuanan,adult female with dependent,29-Apr-15,1.212,2.1,1.032,Female,6.146572104,High,0.032,37.875
650,6406,16-Jul-14,Jinak,5:28:00 AM,TRUE,Tuanan,adult female with dependent,20-May-15,0.751,2.2,1.033,Female,3.427540589,Low,0.033,22.75757576
VTU050,5283,16-Oct-12,Jinak,1:35:00 PM,FALSE,Tuanan,adult female with dependent,11-Oct-13,1.305873926,2.218678436,1.036,Female,6.55,High,0.036,36.27427571
406,5589,04-Jul-13,Jinak,5:51:00 AM,TRUE,Tuanan,adult female with dependent,27-Apr-15,"1.501
 
 
0.572",2.4,1.028,Female,3,Low,0.028,
568,6167,24-Apr-14,Jinak,5:33:00 AM,TRUE,Tuanan,adult female with dependent,20-May-15,1.305,2.5,1.049,Female,1.916167665,Low,0.049,26.63265306
921,7176,01-Jul-15,Jinak,4:44:00 AM,TRUE,Tuanan,adult female with dependent,08-Nov-19,0.458,2.6,1.023,Female,4.423,High,0.023,19.91304348
344,5460,12-Mar-13,Jinak,5:24:00 AM,TRUE,Tuanan,adult female with dependent,,1.239,2.6,1.04,Female,6.97,High,0.04,30.975
VTU094,N/A,16-Mar-13,Jinak,5:29:00 AM,TRUE,Tuanan,adult female with dependent,11-Oct-13,0.283810888,2.784166024,1.028,Female,6.97,High,0.028,10.13610315
331,5401,31-Dec-12,Jinak,7:51:00 PM,FALSE,Tuanan,adult female with dependent,,0.102,3,1.001,Female,8.91,High,0.001,102
645,6403,15-Jul-14,Jinak,5:31:00 AM,TRUE,Tuanan,adult female with dependent,20-May-15,0.717,3.1,1.034,Female,3.427540589,Low,0.034,21.08823529
1220,8063,18-Jun-16,Jinak,4:38:00 AM,TRUE,Tuanan,adult female with dependent,14-Jun-19,0.854,3.9,1.034,Female,0.623515439,Low,0.034,25.11764706
VTU021,5181,26-Aug-12,Jinak,5:28:00 AM,TRUE,Tuanan,adult female with dependent,11-Oct-13,0.547851003,4.659804102,1.033,Female,2.3,Low,0.033,16.60154554
VTU082,5417,30-Jan-13,Jinak,5:32:00 AM,TRUE,Tuanan,adult female with dependent,11-Oct-13,0.232378223,5.056990544,,Female,8,High,,
844,7021,03-May-15,Jinak,4:44:00 AM,TRUE,Tuanan,adult female with dependent,30-Aug-19,0.122,6.2,1.011,Female,1.951,Low,0.011,11.09090909
VTU019,5175,24-Aug-12,Jinak,6:42:00 AM,TRUE,Tuanan,adult female with dependent,29-Sep-13,0.071153846,7.098369232,,Female,2.3,Low,,
VTU014,5171,21-Aug-12,Jinak,5:11:00 AM,TRUE,Tuanan,adult female with dependent,11-Oct-13,1.131518625,7.305636027,1.04,Female,2.3,Low,0.04,28.28796562
346,5464,14-Mar-13,Jinak,5:29:00 AM,TRUE,Tuanan,adult female with dependent,,0.836,8.1,1.042,Female,6.97,High,0.042,19.9047619
1217,8058,17-Jun-16,Jinak,5:34:00 AM,TRUE,Tuanan,adult female with dependent,14-Jun-19,1.017,11.2,1.04,Female,0.623515439,Low,0.04,25.425
VTU077,5401,31-Dec-12,Jinak,7:51:00 AM,FALSE,Tuanan,adult female with dependent,,0.022,,1.005,Female,8.91,High,0.005,4.4
VTU016,5174,23-Aug-12,Jinak,5:11:00 AM,TRUE,Tuanan,adult female with dependent,,1.423782235,,1.04,Female,2.3,Low,0.04,35.59455587
652,6411,17-Jul-14,Jinak,6:38:00 AM,FALSE,Tuanan,adult female with dependent,20-May-15,0.675,"2.2
 
 
3.8",1.042,Female,3.427540589,Low,0.042,16.07142857
1255,8149,17-Jul-16,Jip,5:21:00 AM,TRUE,Tuanan,adult unflanged male,13-Jun-19,0.972,0.8,1.038,Male,0.269784173,Low,0.038,25.57894737
752,6669,27-Nov-14,Jip,4:45:00 AM,TRUE,Tuanan,semi-independent immature (juveniles),15-Oct-15,0.496,0.9,1.032,Male,5.743651753,High,0.032,15.5
1365,8688,26-Jan-17,Jip,5:28:00 AM,TRUE,Tuanan,adult unflanged male,17-Mar-20,0.999,1.6,1.027,Male,2.173913043,Low,0.027,37
VTU033,5222,14-Sep-12,Jip,1:38:00 PM,FALSE,Tuanan,adult female with dependent,11-Oct-13,1.337106017,1.803186692,,Male,5.02,High,,
1299,8233,08-Aug-16,Jip,5:04:00 AM,FALSE,Tuanan,adult unflanged male,18-Jul-19,0.427,2.1,1.044,Male,0.478755236,Low,0.044,9.704545455
VTU035,5225,15-Sep-12,Jip,9:06:00 AM,FALSE,Tuanan,dependent immature non-clinging infant (4yrs-weaned),23-Nov-13,0.032680412,2.379328812,,Male,5.02,High,,
1295,8225,06-Aug-16,Jip,5:40:00 AM,TRUE,Tuanan,adult unflanged male,28-Oct-19,0.131,3,1.014,Male,0.478755236,Low,0.014,9.357142857
576,6203,09-May-14,Jip,5:40:00 AM,TRUE,Tuanan,semi-independent immature (juveniles),20-May-15,0.448,3.1,1.023,Male,2.699460108,Low,0.023,19.47826087
755,6675,29-Nov-14,Jip,4:58:00 AM,TRUE,Tuanan,semi-independent immature (juveniles),01-Nov-16,0.272,3.5,1.015,Male,5.743651753,High,0.015,18.13333333
1253,8144,16-Jul-16,Jip,5:27:00 AM,TRUE,Tuanan,adult unflanged male,13-Jun-19,0.823,3.7,1.029,Male,0.269784173,Low,0.029,28.37931034
484,5802,30-Sep-13,Jip,4:34:00 AM,TRUE,Tuanan,dependent immature non-clinging infant (4yrs-weaned),27-Feb-14,0.3666,4.1148,1.016,Male,6.58,High,0.016,22.9125
1297,8232,07-Aug-16,Jip,5:14:00 AM,TRUE,Tuanan,adult unflanged male,18-Jul-19,0.082,4.9,1.015,Male,0.478755236,Low,0.015,5.466666667
620,6312,15-Jun-14,Jip,5:35:00 AM,TRUE,Tuanan,independent immature (older juvs),20-May-15,0.03,13.3,1.008,Male,3.126879134,Low,0.008,3.75
50,,08-Oct-09,Jip,6:19:00 AM,FALSE,Tuanan,dependent immature - clinging infant (0-4yrs),,0.222,,1.006,Male,4.19,High,0.006,37
29,,09-Jul-09,Jip,7:31:00 AM,FALSE,Tuanan,dependent immature - clinging infant (0-4yrs),,0.224,,,Male,4.02,High,,
31,,10-Jul-09,Jip,9:10:00 AM,FALSE,Tuanan,dependent immature - clinging infant (0-4yrs),,0.429,,1.007,Male,4.02,High,0.007,61.28571429
30,,10-Jul-09,Jip,6:33:00 AM,FALSE,Tuanan,dependent immature - clinging infant (0-4yrs),,Out,,,Male,4.02,High,,
33,,14-Jul-09,Jip,9:57:00 AM,FALSE,Tuanan,dependent immature - clinging infant (0-4yrs),,Out,,,Male,4.02,High,,
VTU020,5179,25-Aug-12,Joya,5:20:00 AM,TRUE,Tuanan,adult female with dependent,11-Oct-13,0.589971347,3.022117375,,Male,2.3,Low,,
1185,7940,23-May-16,Juni,4:54:00 AM,TRUE,Tuanan,adult female with dependent,14-Jun-19,0.972,0.2,1.029,Female,0.505801845,Low,0.029,33.51724138
VTU036,5224,15-Sep-12,Juni,9:40:00 AM,FALSE,Tuanan,adult female with dependent,11-Oct-13,0.283237822,0.214599934,,Female,5.02,High,,
1316,8299,29-Aug-16,Juni,5:20:00 AM,TRUE,Tuanan,adult female with dependent,11-Mar-20,0.457,0.3,1.026,Female,0.478755236,Low,0.026,17.57692308
1335,8442,29-Oct-16,Juni,4:52:00 AM,TRUE,Tuanan,adult female with dependent,11-Mar-20,0.471,0.3,1.023,Female,1.579586877,Low,0.023,20.47826087
447,5687,05-Aug-13,Juni,6:18:00 AM,TRUE,Tuanan,adult female with dependent,18-Mar-15,0.858,0.3,1.031,Female,3.12,Low,0.031,27.67741935
454,,23-Aug-13,Juni,5:25:00 AM,TRUE,Tuanan,adult female with dependent,25-Jan-14,1.060990712,0.453934905,1.027,Female,3.12,Low,0.027,39.2959523
483,5777,29-Sep-13,Juni,4:52:00 AM,TRUE,Tuanan,adult female with dependent,18-Mar-15,1.1,0.5,1.042,Female,6.58,High,0.042,26.19047619
312,5342,14-Nov-12,Juni,11:27:00 AM,FALSE,Tuanan,adult female with dependent,08-Apr-15,1.282,0.5,1.016,Female,10.05,High,0.016,80.125
715,6568,28-Sep-14,Juni,4:40:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-15,1.554,0.5,1.04,Female,3.204353083,Low,0.04,38.85
1184,7935,22-May-16,Juni,4:47:00 AM,TRUE,Tuanan,adult female with dependent,14-Jun-19,0.901,0.6,1.035,Female,0.505801845,Low,0.035,25.74285714
VTU059,5337,12-Nov-12,Juni,8:48:00 AM,FALSE,Tuanan,adult female with dependent,11-Oct-13,0.52722063,0.691734895,1.015,Female,10.05,High,0.015,35.14804202
722,6577,03-Oct-14,Juni,6:24:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-15,0.703,0.7,1.034,Female,4.224502112,High,0.034,20.67647059
574,6197,08-May-14,Juni,5:18:00 AM,TRUE,Tuanan,adult female with dependent,20-May-15,0.589,0.8,1.035,Female,2.699460108,Low,0.035,16.82857143
1318,8304,31-Aug-16,Juni,5:18:00 AM,TRUE,Tuanan,adult female with dependent,11-Mar-20,0.624,0.9,1.028,Female,0.478755236,Low,0.028,22.28571429
867,7065,15-May-15,Juni,5:04:00 AM,TRUE,Tuanan,adult female with dependent,04-Sep-19,0.152,1,1.015,Female,1.951,Low,0.015,10.13333333
721,6576,02-Oct-14,Juni,4:55:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-15,1.116,1,1.041,Female,4.224502112,High,0.041,27.2195122
VTU037,5224,15-Sep-12,Juni,12:26:00 PM,FALSE,Tuanan,adult female with dependent,11-Oct-13,0.437249284,1.112094544,,Female,5.02,High,,
310,5337,12-Nov-12,Juni,8:48:00 AM,FALSE,Tuanan,adult female with dependent,08-Apr-15,0.429,1.2,1.033,Female,10.05,High,0.033,13
1192,7955,25-May-16,Juni,5:16:00 AM,TRUE,Tuanan,adult female with dependent,14-Jun-19,0.569,1.2,1.028,Female,0.505801845,Low,0.028,20.32142857
1189,7949,24-May-16,Juni,5:18:00 AM,TRUE,Tuanan,adult female with dependent,17-Jun-19,0.23,1.3,1.017,Female,0.505801845,Low,0.017,13.52941176
716,6570,29-Sep-14,Juni,5:52:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-15,0.934,1.3,1.028,Female,3.204353083,Low,0.028,33.35714286
669,6463,04-Aug-14,Juni,5:15:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-15,0.36,1.4,1.021,Female,3.251053582,Low,0.021,17.14285714
485,5789,04-Oct-13,Juni,7:16:00 AM,FALSE,Tuanan,adult female with dependent,18-Mar-15,0.094,1.5,1.002,Female,4.17,High,0.002,47
671,6469,07-Aug-14,Juni,5:12:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-15,0.648,1.5,1.024,Female,3.251053582,Low,0.024,27
623,6315,16-Jun-14,Juni,5:20:00 AM,TRUE,Tuanan,adult female with dependent,20-May-15,0.419,1.6,1.023,Female,3.126879134,Low,0.023,18.2173913
1372,8715,09-Feb-17,Juni,5:17:00 AM,TRUE,Tuanan,adult female with dependent,17-Mar-20,0.938,1.6,1.03,Female,1.620299603,Low,0.03,31.26666667
1359,8615,25-Dec-16,Juni,5:26:00 AM,TRUE,Tuanan,adult female with dependent,17-Mar-20,2.002,1.7,1.054,Female,2.138057422,Low,0.054,37.07407407
1374,8721,10-Feb-17,Juni,5:18:00 AM,TRUE,Tuanan,adult female with dependent,17-Mar-20,0.371,1.8,1.015,Female,1.620299603,Low,0.015,24.73333333
862,7047,11-May-15,Juni,4:46:00 AM,TRUE,Tuanan,adult female with dependent,04-Sep-19,0.413,1.8,1.02,Female,1.951,Low,0.02,20.65
444,5685,04-Aug-13,Juni,5:14:00 AM,TRUE,Tuanan,adult female no dependent,18-Mar-15,0.959,1.8,1.034,Female,4.8,High,0.034,28.20588235
673,6471,08-Aug-14,Juni,1:59:00 PM,FALSE,Tuanan,adult female with dependent,15-Oct-15,1.189,1.8,1.032,Female,3.251053582,Low,0.032,37.15625
VTU088,5442,21-Feb-13,Juni,10:11:00 AM,FALSE,Tuanan,adult female no dependent,11-Oct-13,0.24713467,1.885618083,,Female,7.37,High,,
912,7146,21-Jun-15,Juni,5:30:00 AM,TRUE,Tuanan,adult female with dependent,08-Nov-19,0.365,1.9,1.012,Female,2.569,Low,0.012,30.41666667
672,6471,08-Aug-14,Juni,5:32:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-15,1.05,2,1.022,Female,3.251053582,Low,0.022,47.72727273
870,7070,18-May-15,Juni,5:03:00 AM,TRUE,Tuanan,adult female with dependent,04-Sep-19,0.366,2.1,1.01,Female,1.951,Low,0.01,36.6
553,6129,11-Apr-14,Juni,4:59:00 AM,TRUE,Tuanan,adult female with dependent,29-Apr-15,1.071,2.1,1.048,Female,1.916167665,Low,0.048,22.3125
VTU087,5442,21-Feb-13,Juni,7:21:00 AM,FALSE,Tuanan,adult female no dependent,11-Oct-13,0.19469914,2.185318971,,Female,7.37,High,,
505,5923,05-Dec-13,Juni,5:09:00 AM,TRUE,Tuanan,adult female with dependent,29-Apr-15,0.155,2.2,1.012,Female,8.14,High,0.012,12.91666667
917,7156,25-Jun-15,Juni,5:37:00 AM,TRUE,Tuanan,adult female with dependent,08-Nov-19,0.462,2.2,1.022,Female,2.569,Low,0.022,21
1193,7959,26-May-16,Juni,11:09:00 AM,FALSE,Tuanan,adult female with dependent,14-Jun-19,0.709,2.2,1.027,Female,0.505801845,Low,0.027,26.25925926
911,7142,20-Jun-15,Juni,7:27:00 AM,TRUE,Tuanan,adult female with dependent,01-Nov-19,0.326,2.3,1.015,Female,2.569,Low,0.015,21.73333333
913,7148,22-Jun-15,Juni,5:41:00 AM,TRUE,Tuanan,adult female with dependent,08-Nov-19,0.37,2.3,1.02,Female,2.569,Low,0.02,18.5
756,6677,30-Nov-14,Juni,4:52:00 AM,TRUE,Tuanan,adult female with dependent,01-Nov-16,0.799,2.3,1.029,Female,5.743651753,High,0.029,27.55172414
506,5936,15-Dec-13,Juni,5:02:00 AM,TRUE,Tuanan,adult female with dependent,29-Apr-15,0.23,2.4,1.012,Female,8.14,High,0.012,19.16666667
909,7138,18-Jun-15,Juni,5:16:00 AM,TRUE,Tuanan,adult female with dependent,01-Nov-19,0.443,2.4,1.028,Female,2.569,Low,0.028,15.82142857
670,6467,06-Aug-14,Juni,10:15:00 AM,FALSE,Tuanan,adult female with dependent,15-Oct-15,0.844,2.4,1.028,Female,3.251053582,Low,0.028,30.14285714
486,5796,07-Oct-13,Juni,4:52:00 AM,TRUE,Tuanan,adult female with dependent,25-Jan-14,0.447832817,2.590850978,1.021,Female,4.17,High,0.021,21.32537225
1317,8302,30-Aug-16,Juni,5:11:00 AM,TRUE,Tuanan,adult female with dependent,11-Mar-20,0.544,2.6,1.027,Female,0.478755236,Low,0.027,20.14814815
751,6668,27-Nov-14,Juni,4:57:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-15,0.569,2.6,1.021,Female,5.743651753,High,0.021,27.0952381
754,6674,29-Nov-14,Juni,4:50:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-15,0.341,2.7,1.015,Female,5.743651753,High,0.015,22.73333333
859,7044,10-May-15,Juni,4:54:00 AM,TRUE,Tuanan,adult female with dependent,04-Sep-19,0.169,2.8,1.016,Female,1.951,Low,0.016,10.5625
915,7152,23-Jun-15,Juni,5:22:00 AM,TRUE,Tuanan,adult female with dependent,08-Nov-19,0.403,2.9,1.02,Female,2.569,Low,0.02,20.15
858,7041,09-May-15,Juni,4:57:00 AM,TRUE,Tuanan,adult female with dependent,04-Sep-19,0.152,3,1.02,Female,1.951,Low,0.02,7.6
910,7140,19-Jun-15,Juni,6:27:00 AM,TRUE,Tuanan,adult female with dependent,01-Nov-19,0.392,3.1,1.017,Female,2.569,Low,0.017,23.05882353
341,5442,21-Feb-13,Juni,10:11:00 AM,FALSE,Tuanan,adult female with dependent,,0.192,3.3,1.043,Female,7.37,High,0.043,4.465116279
1195,7966,27-May-16,Juni,5:15:00 AM,TRUE,Tuanan,adult female with dependent,14-Jun-19,0.823,3.3,1.029,Female,0.505801845,Low,0.029,28.37931034
VTU031,N/A,11-Sep-12,Juni,10:22:00 AM,FALSE,Tuanan,adult female with dependent,11-Oct-13,0.619484241,3.401438725,,Female,5.02,High,,
VTU090,5444,22-Feb-13,Juni,10:38:00 AM,FALSE,Tuanan,adult female no dependent,18-Mar-15,0.027,3.5,,Female,7.37,High,,
275,4962,20-May-12,Juni,11:33:00 AM,FALSE,Tuanan,adult female with dependent,08-Apr-15,1.264,3.5,1.012,Female,0.57,Low,0.012,105.3333333
916,7154,24-Jun-15,Juni,5:43:00 AM,TRUE,Tuanan,adult female with dependent,08-Nov-19,0.576,3.7,1.033,Female,2.569,Low,0.033,17.45454545
747,6654,23-Nov-14,Juni,4:50:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-15,0.449,3.8,1.022,Female,5.743651753,High,0.022,20.40909091
668,6461,03-Aug-14,Juni,5:00:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-15,0.505,3.8,1.034,Female,3.251053582,Low,0.034,14.85294118
583,6229,15-May-14,Juni,5:23:00 AM,TRUE,Tuanan,adult female with dependent,20-May-15,0.395,4.4,1.021,Female,2.699460108,Low,0.021,18.80952381
584,6233,16-May-14,Juni,4:55:00 AM,TRUE,Tuanan,independent immature (older juvs),20-May-15,0.217,4.6,1.016,Female,2.699460108,Low,0.016,13.5625
1370,8711,08-Feb-17,Juni,5:14:00 AM,TRUE,Tuanan,adult female with dependent,17-Mar-20,0.86,4.6,1.027,Female,1.620299603,Low,0.027,31.85185185
578,6210,11-May-14,Juni,5:20:00 AM,TRUE,Tuanan,adult female with dependent,20-May-15,0.674,4.7,1.028,Female,2.699460108,Low,0.028,24.07142857
871,7075,20-May-15,Juni,2:10:00 PM,FALSE,Tuanan,adult female with dependent,04-Sep-19,0.711,5,1.022,Female,1.951,Low,0.022,32.31818182
VTU089,5444,22-Feb-13,Juni,9:26:00 AM,FALSE,Tuanan,adult female no dependent,,0.030446735,5.267386858,,Female,7.37,High,,
757,6679,01-Dec-14,Juni,5:24:00 AM,TRUE,Tuanan,adult female with dependent,01-Nov-16,0.107,5.9,1.016,Female,6.23,High,0.016,6.6875
750,6665,26-Nov-14,Juni,5:12:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-15,0.465,11.5,1.01,Female,5.743651753,High,0.01,46.5
850,7030,05-May-15,Juni,7:25:00 AM,FALSE,Tuanan,adult female with dependent,28-Oct-19,0.03,24.2,1.011,Female,1.951,Low,0.011,2.727272727
144,3801,19-Jan-10,Juni,1:26:00 PM,FALSE,Tuanan,adult female with dependent,,0.164,,1.009,Female,2.16,Low,0.009,18.22222222
147,3805,20-Jan-10,Juni,5:33:00 AM,TRUE,Tuanan,adult female with dependent,,0.164,,1.011,Female,2.16,Low,0.011,14.90909091
VTU070,5380,05-Dec-12,Juni,9:45:00 AM,FALSE,Tuanan,adult female with dependent,,0.182378223,,,Female,8.91,High,,
148,3805,20-Jan-10,Juni,10:50:00 AM,FALSE,Tuanan,adult female with dependent,,0.452,,1.015,Female,2.16,Low,0.015,30.13333333
51,3607,09-Oct-09,Juni,11:31:00 AM,FALSE,Tuanan,adult female with dependent,,0.938,,1.029,Female,4.19,High,0.029,32.34482759
140,3799,18-Jan-10,Juni,12:18:00 PM,FALSE,Tuanan,adult female with dependent,,0.977,,1.02,Female,2.16,Low,0.02,48.85
32,3511,13-Jul-09,Juni,7:23:00 AM,FALSE,Tuanan,adult female with dependent,,1.06,,1.026,Female,4.02,High,0.026,40.76923077
10,3362,13-May-09,Juni,8:26:00 AM,FALSE,Tuanan,adult female with dependent,,1.128,,1.027,Female,5.62,High,0.027,41.77777778
49,3604,08-Oct-09,Juni,5:15:00 AM,TRUE,Tuanan,adult female with dependent,,1.158,,1.037,Female,4.19,High,0.037,31.2972973
52,3611,11-Oct-09,Juni,5:12:00 AM,TRUE,Tuanan,adult female with dependent,,1.285,,1.033,Female,4.19,High,0.033,38.93939394
145,3801,19-Jan-10,Juni,3:13:00 PM,FALSE,Tuanan,adult female with dependent,,1.608,,1.016,Female,2.16,Low,0.016,100.5
141,3799,18-Jan-10,Juni,2:20:00 PM,FALSE,Tuanan,adult female with dependent,,Out,,1.009,Female,2.16,Low,0.009,
639,6382,11-Jul-14,Katmandun,5:43:00 AM,FALSE,,adult flanged male,20-May-15,0.908,2.6,1.042,Male,3.427540589,Low,0.042,21.61904762
635,6372,07-Jul-14,Katmandun,5:18:00 AM,TRUE,,adult flanged male,20-May-15,1.117,2.8,1.041,Male,3.427540589,Low,0.041,27.24390244
636,6374,08-Jul-14,Katmandun,5:23:00 AM,TRUE,Tuanan,adult flanged male,20-May-15,0.982,4.2,1.042,Male,3.427540589,Low,0.042,23.38095238
638,6378,10-Jul-14,Katmandun,5:19:00 AM,TRUE,,adult flanged male,20-May-15,0.852,4.7,1.042,Male,3.427540589,Low,0.042,20.28571429
637,6376,09-Jul-14,Katmandun,6:10:00 AM,TRUE,,adult flanged male,20-May-15,0.888,5.2,1.04,Male,3.427540589,Low,0.04,22.2
531,6076,24-Mar-14,Kerry,5:04:00 AM,TRUE,Tuanan,adult female with dependent,29-Apr-15,0.56,0.1,1.019,Female,3.973902728,Low,0.019,29.47368421
VTU098,5481,27-Mar-13,Kerry,1:39:00 PM,FALSE,Tuanan,adult female with dependent,15-Oct-13,0.524776119,0.201111144,1.011,Female,6.97,High,0.011,47.70691995
1209,8031,11-Jun-16,Kerry,5:22:00 AM,TRUE,Tuanan,adult female with dependent,14-Jun-19,0.489,0.3,1.033,Female,0.623515439,Low,0.033,14.81818182
314,5353,18-Nov-12,Kerry,7:25:00 AM,FALSE,Tuanan,adult female with dependent,08-Apr-15,0.378,0.4,1.016,Female,10.05,High,0.016,23.625
780,6784,21-Jan-15,Kerry,5:36:00 AM,TRUE,Tuanan,adult female with dependent,01-Nov-16,1.778,0.4,1.046,Female,5.391,High,0.046,38.65217391
VTU061,5358,21-Nov-12,Kerry,10:17:00 AM,FALSE,Tuanan,adult female with dependent,18-Mar-15,0.338,0.6,,Female,10.05,High,,
313,5350,17-Nov-12,Kerry,8:44:00 AM,FALSE,Tuanan,adult female with dependent,08-Apr-15,0.386,0.6,1.033,Female,10.05,High,0.033,11.6969697
430,,24-Jul-13,Kerry,5:00:00 AM,TRUE,Tuanan,adult female with dependent,26-Nov-19,1.245,0.6,1.042,Female,3,Low,0.042,29.64285714
348,,16-Mar-13,Kerry,5:22:00 AM,TRUE,Tuanan,adult female with dependent,,1.348,0.6,1.03,Female,6.97,High,0.03,44.93333333
VTU096,N/A,16-Mar-13,Kerry,5:22:00 AM,TRUE,Tuanan,adult female with dependent,18-Mar-15,1.505,0.7,1.011,Female,6.97,High,0.011,136.8181818
VTU091,5458,11-Mar-13,Kerry,3:02:00 PM,FALSE,Tuanan,adult female with dependent,18-Mar-15,0.326,0.8,,Female,6.97,High,,
882,7100,30-May-15,Kerry,5:10:00 AM,TRUE,Tuanan,adult female with dependent,28-Oct-19,0.472,0.8,1.025,Female,1.951,Low,0.025,18.88
730,6591,20-Oct-14,Kerry,5:02:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-15,0.752,0.8,1.03,Female,4.224502112,High,0.03,25.06666667
728,6588,18-Oct-14,Kerry,5:01:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-15,1.098,1.1,1.03,Female,4.224502112,High,0.03,36.6
315,5353,18-Nov-12,Kerry,9:23:00 AM,FALSE,Tuanan,adult female with dependent,08-Apr-15,1.308,1.1,1.032,Female,10.05,High,0.032,40.875
778,6780,20-Jan-15,Kerry,4:58:00 AM,TRUE,Tuanan,adult female with dependent,01-Nov-16,1.799,1.1,1.051,Female,5.391,High,0.051,35.2745098
1465,9011,18-Jun-17,Kerry,5:48:00 AM,TRUE,Tuanan,adult female with dependent,08-Apr-20,0.155,1.3,1.007,Female,2.717726992,Low,0.007,22.14285714
633,6344,30-Jun-14,Kerry,7:18:00 AM,TRUE,Tuanan,adult female with dependent,20-May-15,0.366,1.3,1.011,Female,3.126879134,Low,0.011,33.27272727
1396,8852,13-Apr-17,Kerry,8:19:00 AM,FALSE,Tuanan,adult female with dependent,24-Mar-20,0.517,1.3,1.014,Female,1.416256158,Low,0.014,36.92857143
774,6772,18-Jan-15,Kerry,6:27:00 AM,TRUE,Tuanan,adult female with dependent,01-Nov-16,0.709,1.3,1.037,Female,5.391,High,0.037,19.16216216
350,5481,27-Mar-13,Kerry,1:39:00 PM,FALSE,Tuanan,adult female with dependent,,0.47,1.4,1.011,Female,6.97,High,0.011,42.72727273
1495,9096,11-Aug-17,Kerry,5:21:00 AM,TRUE,Tuanan,adult female with dependent,10-Apr-20,1.106,1.4,1.045,Female,"2.646153846
3.320012296
4.160246533
3.658161697
4.149765991
3.427672956
2.893991821
3.68503937
2.64615",Low,0.045,24.57777778
883,7101,31-May-15,Kerry,5:33:00 AM,TRUE,Tuanan,adult female with dependent,28-Oct-19,1.051,1.6,1.041,Female,1.951,Low,0.041,25.63414634
1208,8027,10-Jun-16,Kerry,5:56:00 AM,TRUE,Tuanan,adult female with dependent,28-Oct-19,0.112,1.7,1.024,Female,0.623515439,Low,0.024,4.666666667
1202,8010,07-Jun-16,Kerry,4:58:00 AM,FALSE,Tuanan,adult female with dependent,14-Jun-19,0.511,1.7,1.035,Female,0.623515439,Low,0.035,14.6
1467,9019,20-Jun-17,Kerry,5:05:00 AM,TRUE,Tuanan,adult female with dependent,08-Apr-20,0.731,1.9,1.023,Female,2.717726992,Low,0.023,31.7826087
