Sample Number,Follow Number,Date_Collected,Who_Collected,Time_Collected,Orangutan_ID,Cold_Thermos,Comments,Dirt_Fecal,First_Urine_Day,CAMP/LAB_specgravitymeter,Site,Month Collection,Year Collection,Age_Class,8OHdG_Result,tblAnalysis_8-OHdG.CV,tblAnalysis_8-OHdG.Status,TAC_Result,tblAnalysis_TAC.CV,tblAnalysis_TAC.Status,Neopterin_Result,tblAnalysis_Neopterin.CV,tblAnalysis_Neopterin.Status,Cortisol_Result,tblAnalysis_Cortisol.CV,tblAnalysis_Cortisol.Status,G-CSF_Result,tblAnalysis_G-CSF.CV,tblAnalysis_G-CSF.Status,IL-10_Result,tblAnalysis_IL-10.CV,tblAnalysis_IL-10.Status,IL-1RA_Result,tblAnalysis_IL-1RA.CV,tblAnalysis_IL-1RA.Status,IL-8_Result,tblAnalysis_IL-8.CV,tblAnalysis_IL-8.Status,MLP-1_Result,tblAnalysis_MCP-1.CV,tblAnalysis_MCP-1.Status,TNF_alpha_Result,tblAnalysis_TNF-alpha.CV,tblAnalysis_TNF-alpha.Status
NM 146,,10-Apr-15,Liz Ballare,8:58:00 AM,Wombat (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,4,2015,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 153,,10-Apr-15,Liz Ballare,10:38:00 AM,Wombat (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,4,2015,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 156,,11-Apr-15,Liz Ballare,11:20:00 AM,Wombat (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,4,2015,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 213,,05-May-15,Liz Ballare,11:29:00 AM,Wombat (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,5,2015,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 231,,12-Jun-15,Liz Ballare,6:49:00 AM,Wombat (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,6,2015,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 118,,08-Apr-15,Liz Ballare,9:37:00 AM,Zakia (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,4,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 136,,09-Apr-15,Liz Ballare,11:22:00 AM,Zakia (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,4,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 194,,03-May-15,Liz Ballare,11:57:00 AM,Zakia (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,5,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 202,,04-May-15,Liz Ballare,2:33:00 PM,Zakia (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,5,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 251,,16-Jun-15,Liz Ballare,12:27:00 PM,Zakia (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,6,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 283,,19-Jun-15,Liz Ballare,10:26:00 AM,Zakia (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,6,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 341,,16-Jul-15,Liz Ballare,8:58:00 AM,Cheetah (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 342,,16-Jul-15,Liz Ballare,8:59:00 AM,Gembira (NM),TRUE,pippetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,independent immature (older juvs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 343,,16-Jul-15,Liz Ballare,9:00:00 AM,Ella (NM),TRUE,pippetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 344,,16-Jul-15,Liz Ballare,9:18:00 AM,Nora,TRUE,pippetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 345,,16-Jul-15,Liz Ballare,9:36:00 AM,Apri (NM),TRUE,pippetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 346,,16-Jul-15,Liz Ballare,9:43:00 AM,Cheetah (NM),TRUE,pippetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 347,,16-Jul-15,Liz Ballare,9:51:00 AM,Lomon (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 368,,20-Jul-15,Liz Ballare,9:51:00 AM,Benjol (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 348,,16-Jul-15,Liz Ballare,9:53:00 AM,Bento (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 364,,20-Jul-15,Liz Ballare,9:58:00 AM,Bobo (NM),TRUE,Liz Ballare,FALSE,FALSE,,Nyaru menteng,7,2015,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 359,,16-Jul-15,Liz Ballare,9:59:00 AM,Chicki (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 369,,20-Jul-15,Liz Ballare,10:01:00 AM,Chicki (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 352,,16-Jul-15,Liz Ballare,10:03:00 AM,Didik (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 356,,16-Jul-15,Liz Ballare,10:09:00 AM,Ella (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 349,,16-Jul-15,Liz Ballare,10:17:00 AM,Gembira (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,independent immature (older juvs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 360,,16-Jul-15,Liz Ballare,10:22:00 AM,Gembira (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,independent immature (older juvs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 355,,16-Jul-15,Liz Ballare,10:24:00 AM,Gina (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 363,,20-Jul-15,Liz Ballare,10:27:00 AM,Gina (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 351,,16-Jul-15,Liz Ballare,10:29:00 AM,Guy (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 366,,20-Jul-15,Liz Ballare,10:49:00 AM,Guy (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 357,,16-Jul-15,Liz Ballare,9:47:00 AM,Nabima (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 362,,20-Jul-15,Liz Ballare,9:49:00 AM,Nabima (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 371,,20-Jul-15,Liz Ballare,10:02:00 AM,Nora,TRUE,,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 367,,20-Jul-15,Liz Ballare,10:15:00 AM,Olbert (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,7,2015,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 353,,16-Jul-15,Liz Ballare,10:25:00 AM,Peggy (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 370,,20-Jul-15,Liz Ballare,10:35:00 AM,Peggy (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 365,,20-Jul-15,Liz Ballare,10:35:00 AM,Samba (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 358,,16-Jul-15,Liz Ballare,10:36:00 AM,Sumeh (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female with dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 350,,16-Jul-15,Liz Ballare,10:36:00 AM,Suta (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 361,,16-Jul-15,Liz Ballare,10:36:00 AM,Tweety (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 354,,16-Jul-15,Liz Ballare,10:57:00 AM,Marwoto (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 372,,23-Jul-15,Liz Ballare,10:24:00 AM,Olbert (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 373,,23-Jul-15,Liz Ballare,10:44:00 AM,Lomon (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 374,,23-Jul-15,Liz Ballare,10:45:00 AM,Suta (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 375,,23-Jul-15,Liz Ballare,10:58:00 AM,Guy (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 376,,30-Jul-15,Liz Ballare,1:53:00 PM,Suta (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 377,,30-Jul-15,Liz Ballare,2:02:00 PM,Gembira (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,independent immature (older juvs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 378,,30-Jul-15,Liz Ballare,2:03:00 PM,Gina (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 379,,30-Jul-15,Liz Ballare,2:05:00 PM,Benjol (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 380,,30-Jul-15,Liz Ballare,2:08:00 PM,Ella (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 381,,30-Jul-15,Liz Ballare,2:18:00 PM,Apri (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 382,,30-Jul-15,Liz Ballare,2:21:00 PM,Suta (NM),TRUE,pipetted off tile floor,FALSE,FALSE,,Nyaru menteng,7,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 383,,08-Aug-15,Liz Ballare,1:48:00 PM,Guy (NM),TRUE,,FALSE,FALSE,,,,,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 384,,08-Aug-15,Liz Ballare,1:59:00 PM,Mawar (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female with dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 385,,08-Aug-15,Liz Ballare,2:15:00 PM,Olbert (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 386,,08-Aug-15,Liz Ballare,2:21:00 PM,Suta (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 387,,08-Aug-15,Liz Ballare,2:30:00 PM,Gembira (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,independent immature (older juvs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 388,,09-Aug-15,Liz Ballare,11:48:00 AM,Bento (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 389,,,Liz Ballare,11:53:00 AM,Olbert (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 390,,09-Aug-15,Liz Ballare,12:22:00 PM,Tweety (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 391,,09-Aug-15,Liz Ballare,12:58:00 PM,Gina (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 392,,09-Aug-15,Liz Ballare,1:29:00 PM,Nora,TRUE,,FALSE,FALSE,,Nyaru menteng,8,2015,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 393,,10-Aug-15,Liz Ballare,9:24:00 AM,Karen (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,independent immature (older juvs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 394,,10-Aug-15,Liz Ballare,9:26:00 AM,Marwoto (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 395,,10-Aug-15,Liz Ballare,9:43:00 AM,Cheetah (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 396,,10-Aug-15,Liz Ballare,9:46:00 AM,Apri (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 397,,10-Aug-15,Liz Ballare,10:02:00 AM,Bobo (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 398,,10-Aug-15,Liz Ballare,10:06:00 AM,Sofie (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 399,,10-Aug-15,Liz Ballare,10:09:00 AM,Mardianto (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 400,,10-Aug-15,Liz Ballare,10:11:00 AM,Meklis (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female with dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 401,,10-Aug-15,Liz Ballare,10:16:00 AM,Chicki (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 402,,10-Aug-15,Liz Ballare,10:20:00 AM,Guy (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 403,,10-Aug-15,Liz Ballare,10:27:00 AM,Saswoko (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP 1,,14-Aug-15,Liz Ballare,8:09:00 AM,Arthur,TRUE,,FALSE,FALSE,1.003,Nyaru menteng,,,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP 2,,15-Aug-15,Liz Ballare,9:00:00 AM,Arthur,TRUE,,FALSE,FALSE,1.007,Nyaru menteng,,,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP 3,,15-Aug-15,Liz Ballare,9:41:00 AM,Gula (NM),TRUE,,FALSE,FALSE,1.005,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 404,,16-Aug-15,Liz Ballare,11:48:00 AM,Suta (NM),TRUE,pipetted near oranges. Glucose is likely incorrect,FALSE,FALSE,,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 405,,16-Aug-15,Liz Ballare,1:52:00 PM,Jambi (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female with dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 406,,16-Aug-15,Liz Ballare,1:58:00 PM,Sigi (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 407,,17-Aug-15,Liz Ballare,7:34:00 AM,Apri (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 408,,17-Aug-15,Liz Ballare,7:34:00 AM,Benjol (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 409,,17-Aug-15,Liz Ballare,8:02:00 AM,Didik (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 410,,17-Aug-15,Liz Ballare,8:03:00 AM,Wombat (NM),TRUE,not confident on time of urination. Sample was not there at 7:45. Was there at 8:03,FALSE,FALSE,,Nyaru menteng,,,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 411,,17-Aug-15,Liz Ballare,8:44:00 AM,Gembira (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,independent immature (older juvs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 412,,17-Aug-15,Liz Ballare,9:45:00 AM,Olbert (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 413,,14-Sep-15,Liz Ballare,12:38:00 PM,Winda (NM),TRUE,,FALSE,FALSE,1.006,Nyaru menteng,,,adult female with dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 414,,14-Sep-15,Liz Ballare,12:41:00 PM,Awa (NM),TRUE,,FALSE,FALSE,1.005,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 415,,14-Sep-15,Liz Ballare,1:00:00 PM,Bento (NM),TRUE,,FALSE,FALSE,1.009,Nyaru menteng,,,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 416,,15-Sep-15,Liz Ballare,12:24:00 PM,Awa (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 417,,15-Sep-15,Liz Ballare,12:27:00 PM,Lomon (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 418,,15-Sep-15,Liz Ballare,12:28:00 PM,Xenia,TRUE,,FALSE,FALSE,,Nyaru menteng,,,independent immature (older juvs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 419,,15-Sep-15,Liz Ballare,12:49:00 PM,Sabun (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 421,,15-Sep-15,Liz Ballare,12:54:00 PM,Zakia (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 420,,15-Sep-15,Liz Ballare,12:50:00 PM,Wihim (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 422,,15-Sep-15,Liz Ballare,12:56:00 PM,Kilmino,TRUE,,FALSE,FALSE,,Nyaru menteng,,,dependent immature - clinging infant (0-4yrs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 423,,15-Sep-15,Liz Ballare,1:00:00 PM,Gina (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 424,,15-Sep-15,Liz Ballare,1:03:00 PM,Kesi (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 425,,15-Sep-15,Liz Ballare,1:07:00 PM,Winda (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female with dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 426,,15-Sep-15,Liz Ballare,1:10:00 PM,Xenia,TRUE,,FALSE,FALSE,,Nyaru menteng,,,independent immature (older juvs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 427,,18-Sep-15,Liz Ballare,11:40:00 AM,Peggy (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 428,,18-Sep-15,Liz Ballare,11:58:00 AM,Suta (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 429,,18-Sep-15,Liz Ballare,12:25:00 PM,Bento (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 430,,18-Sep-15,Liz Ballare,12:39:00 PM,Gina (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 431,,22-Sep-15,Liz Ballare,11:08:00 AM,Kesi (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 432,,22-Sep-15,Liz Ballare,11:08:00 AM,Winda (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female with dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 433,,22-Sep-15,Liz Ballare,11:12:00 AM,Peggy (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 434,,22-Sep-15,Liz Ballare,11:22:00 AM,Inou (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 435,,22-Sep-15,Liz Ballare,11:27:00 AM,Guy (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 436,,22-Sep-15,Liz Ballare,11:37:00 AM,Xenia,TRUE,,FALSE,FALSE,,Nyaru menteng,,,independent immature (older juvs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 437,,22-Sep-15,Liz Ballare,12:12:00 PM,Ewa (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,independent immature (older juvs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 438,,22-Sep-15,Liz Ballare,12:14:00 PM,Sabun (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 439,,22-Sep-15,Liz Ballare,12:15:00 PM,Kilmino,TRUE,,FALSE,FALSE,,Nyaru menteng,,,dependent immature - clinging infant (0-4yrs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 440,,22-Sep-15,Liz Ballare,12:16:00 PM,Awa (NM),TRUE,,TRUE,FALSE,,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 441,,22-Sep-15,Liz Ballare,12:20:00 PM,Sofie (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female no dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM 442,,22-Sep-15,Liz Ballare,12:21:00 PM,Doren (NM),TRUE,,FALSE,FALSE,,Nyaru menteng,,,adult female with dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,7070,18-May-15,Abuk,5:03:00 AM,Juni,TRUE,,FALSE,TRUE,1.010,Tuanan,5,2015,adult female with dependent,5.878,7.7,ok,1.467,3.3,ok,86.223,2.4,ok,7010.137,1.4,ok,,,,,,,,,,,,,,,,,,
871,7075,20-May-15,Awan,2:10:00 PM,Juni,TRUE,No comment on what the contamination is,TRUE,FALSE,1.022,Tuanan,5,2015,adult female with dependent,,,,,,,364.512,11.6,ok,31867.09,2.1,ok,,,,,,,,,,,,,,,,,,
872,7076,21-May-15,Abuk,5:01:00 AM,Momo,TRUE,,FALSE,TRUE,1.005,Tuanan,5,2015,adult unflanged male,8.446,0.1,ok,1.717,3.1,ok,256.457,15.1,ok,14936.08,4,ok,,,,,,,,,,,,,,,,,,
873,7082,22-May-15,Abuk,4:38:00 AM,Niko,TRUE,,FALSE,TRUE,1.014,Tuanan,5,2015,adult flanged male,13.193,3.9,ok,3.751,3.4,ok,746.02,3.5,ok,24955.76,3.3,ok,,,,,,,,,,,,,,,,,,
874,7088,25-May-15,Wendy,4:47:00 AM,Niko,TRUE,potentially urine under the nest,FALSE,TRUE,1.007,Tuanan,5,2015,adult flanged male,,,rerun,,,,283.34,9.2,ok,4387.967,6.4,ok,,,,,,,,,,,,,,,,,,
