Sample Number,Follow Number,Date_Collected,Who_Collected,Time_Collected,Orangutan_ID,Cold_Thermos,Comments,Dirt_Fecal,First_Urine_Day,CAMP/LAB_specgravitymeter,Site,Month Collection,Year Collection,Age_Class,8OHdG_Result,tblAnalysis_8-OHdG.CV,tblAnalysis_8-OHdG.Status,TAC_Result,tblAnalysis_TAC.CV,tblAnalysis_TAC.Status,Neopterin_Result,tblAnalysis_Neopterin.CV,tblAnalysis_Neopterin.Status,Cortisol_Result,tblAnalysis_Cortisol.CV,tblAnalysis_Cortisol.Status,G-CSF_Result,tblAnalysis_G-CSF.CV,tblAnalysis_G-CSF.Status,IL-10_Result,tblAnalysis_IL-10.CV,tblAnalysis_IL-10.Status,IL-1RA_Result,tblAnalysis_IL-1RA.CV,tblAnalysis_IL-1RA.Status,IL-8_Result,tblAnalysis_IL-8.CV,tblAnalysis_IL-8.Status,MLP-1_Result,tblAnalysis_MCP-1.CV,tblAnalysis_MCP-1.Status,TNF_alpha_Result,tblAnalysis_TNF-alpha.CV,tblAnalysis_TNF-alpha.Status
683,6522,07-Sep-14,Wendy,4:49:00 AM,Otto,TRUE,,FALSE,TRUE,1.027,Tuanan,9,2014,adult flanged male,11.733,3.3,ok,2.308,12,ok,1056.839,3.9,ok,117214,1.68671878802667,ok,136.78,11.84%,ok,51.07,8.08%,ok,1.4,0%,ok,2.84,1.79%,ok,94.38,1.23%,ok,4.98,0%,ok
684,6525,08-Sep-14,Abuk,5:22:00 AM,Otto,TRUE,already peed before until his morning nest,FALSE,TRUE,1.037,Tuanan,9,2014,adult flanged male,,,,,,,,,,109455,1.56208870943225,ok,5.35,23.02%,rerun,16.46,7.86%,ok,1.4,0%,ok,2.84,8.95%,ok,261.28,12.9%,ok,4.98,0%,ok
685,6525,08-Sep-14,Abuk,7:18:00 AM,Otto,TRUE,third pee of the day,FALSE,FALSE,1.040,Tuanan,9,2014,adult flanged male,,,,,,,,,,,,,3.51,15.71%,ok,11.11,13.69%,ok,15.09,16.38%,ok,6.39,6.39%,ok,184.08,14.5%,ok,4.98,0%,ok
686,6527,09-Sep-14,Idun,5:07:00 AM,Otto,TRUE,,FALSE,TRUE,1.042,Tuanan,9,2014,adult flanged male,36.023,1.6,ok,,,,2477.013,2.9,ok,165442.5,0.814203374683273,ok,12.65,3.82%,ok,23.26,18.3%,ok,3.52,6.96%,ok,6.75,13.01%,ok,327.12,15%,ok,9.56,17.68%,ok
687,6530,10-Sep-14,Wendy,4:39:00 AM,Otto,TRUE,dead leaf in sample,TRUE,TRUE,1.042,Tuanan,9,2014,adult flanged male,14.341,5.3,ok,,,,4785.736,14.8,ok,220621,9.3,ok,7.58,10.88%,ok,15.4,4.04%,ok,8.42,13.53%,ok,3.8,1.43%,ok,146.41,1.17%,ok,4.98,0%,ok
688,6531,10-Sep-14,"Shauhin, Tim",11:12:00 AM,Desy,TRUE,,FALSE,FALSE,1.002,Tuanan,9,2014,adult female with dependent,,,,,,,184.416,8.3,ok,93644.783,7.0,ok,,,,,,,,,,,,,,,,,,
689,6532,11-Sep-14,Wendy,5:20:00 AM,Otto,TRUE,,FALSE,TRUE,1.047,Tuanan,9,2014,adult flanged male,,,,,,,,,,181566.5,9.68439900960027,ok,,,,,,,,,,,,,,,,,,
690,6532,11-Sep-14,Idun,2:26:00 PM,Otto,TRUE,dirt mixed with poop,TRUE,FALSE,1.047,Tuanan,9,2014,adult flanged male,,,,,,,,,,,,,5.6,0%,ok,19.61,10.88%,ok,53.95,4.12%,ok,3.94,2.77%,ok,91.3,0.21%,ok,2.41,10.88%,ok
691,6533,11-Sep-14,"Shauhin, Tim",5:05:00 AM,Desy,FALSE,only enough for chemstrip,FALSE,TRUE,1.026,Tuanan,9,2014,adult female with dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,6535,14-Sep-14,Abuk,5:16:00 AM,Sony,TRUE,,FALSE,TRUE,1.020,Tuanan,9,2014,dependent immature non-clinging infant (4yrs-weaned),10.893,2.4,ok,2.508,1.4,ok,545.610,0.1,ok,,,,110.12,32.02%,rerun,37.06,30.3%,rerun,3.79,17.68%,ok,3.06,2.54%,ok,41.1,1.97%,ok,0,0%,ok
693,6537,15-Sep-14,Idun,5:02:00 AM,Tomi,TRUE,,FALSE,TRUE,1.026,Tuanan,9,2014,adult flanged male,11.681,2.6,ok,2.764,2.8,ok,560.850,1.8,ok,143930,6.6,ok,29.65,20.72%,rerun,16.46,31.43%,rerun,0.69,21.76%,rerun,7.47,21.33%,rerun,33.87,35.9%,rerun,2.41,10.88%,ok
721,6576,02-Oct-14,Abuk,4:55:00 AM,Juni,TRUE,,FALSE,TRUE,1.041,Tuanan,10,2014,adult female with dependent,25.706,0.9,ok,12.231,0.7,ok,14.397,1,ok,67519.65,4.8,ok,120.11,9.64%,ok,79.71,17.48%,ok,0.77,35.36%,rerun,27.91,23.3%,rerun,123.04,32.59%,rerun,8.48,17.68%,ok
722,6577,03-Oct-14,Abuk,6:24:00 AM,Juni,TRUE,,FALSE,TRUE,1.034,Tuanan,10,2014,adult female with dependent,18.92,0.6,ok,10.949,3.7,ok,122.275,0.7,ok,111263.9,15.8,ok,456.21,13.28%,ok,94.8,11.09%,ok,1.83,0%,ok,37.49,7.79%,ok,205.65,11.39%,ok,5.54,9.43%,ok
723,6579,06-Oct-14,Wendy,4:51:00 AM,Dolay,TRUE,,FALSE,TRUE,1.018,Tuanan,10,2014,adult flanged male,10.026,3,ok,1.252,3.2,ok,194.163,6.8,ok,40646.572,14.2,ok,25.54,9.12%,ok,13.42,9.43%,ok,0,0%,ok,2.48,8.57%,ok,8.96,3.29%,ok,0,0%,ok
724,6581,11-Oct-14,Abuk,4:58:00 AM,Kerry,TRUE,,FALSE,TRUE,1.042,Tuanan,10,2014,adult female with dependent,29.976,0.1,ok,6.855,9.6,ok,239.001,0.6,ok,114144.8,3,ok,38.02,3.21%,ok,34.75,1.43%,ok,0,0%,ok,17.74,0%,ok,88.92,7.77%,ok,0,0%,ok
725,6583,13-Oct-14,Idun,4:55:00 AM,Kerry,TRUE,,FALSE,TRUE,1.040,Tuanan,10,2014,adult female with dependent,22.086,8.5,ok,6.664,8.3,ok,187.338,6.4,ok,106160.5,3.8,ok,12.26,4.04%,ok,28.65,0%,ok,0,0%,ok,3.42,1.7%,ok,44.27,4.9%,ok,0,0%,ok
726,6586,16-Oct-14,Idun,4:59:00 AM,Kerry,TRUE,,FALSE,TRUE,1.037,Tuanan,10,2014,adult female with dependent,25.751,6.5,ok,9.128,6.5,ok,80.374,1.3,ok,86798.215,1.5,ok,157.74,19.44%,ok,72.78,11.93%,ok,0,11.79%,ok,12.12,"1.7%			
			
6.22%",ok,148.05,7.63%,ok,2.45,0%,ok
727,6587,17-Oct-14,Tim,5:14:00 AM,Kerry,TRUE,little bit of dirt,TRUE,TRUE,1.039,Tuanan,10,2014,adult female with dependent,24.518,3.1,ok,7.611,7.4,ok,76.321,4.8,ok,48272.36,5,ok,653.72,37.12%,rerun,186.04,40.29%,rerun,1.7,47.14%,rerun,13.06,42.4%,rerun,108.09,41.84%,rerun,16.85,37.22%,rerun
728,6588,18-Oct-14,Tim,5:01:00 AM,Kerry,TRUE,,TRUE,TRUE,1.030,Tuanan,10,2014,adult female with dependent,14.581,5.1,ok,7.32,7.9,ok,73.405,5.1,ok,42346.1,1.7,ok,963.1,14.07%,ok,390.39,23.71%,rerun,0.05,5.24%,ok,5.95,6.53%,ok,52.4,17.62%,ok,2.45,0%,ok
729,,19-Oct-14,Abuk,4:42:00 AM,Kino,TRUE,sample frozen before processing,FALSE,TRUE,1.019,Tuanan,10,2014,semi-independent immature (juveniles),10.559,6,ok,2.741,0.6,ok,203.671,0.1,ok,9237.227,5.3,ok,2.96,24.96%,rerun,140.68,29.09%,rerun,0.5,37.71%,rerun,6.47,30.3%,rerun,5.55,35.83%,rerun,0,10.88%,ok
730,6591,20-Oct-14,Abuk,5:02:00 AM,Kerry,TRUE,went straight to camp,FALSE,TRUE,1.030,Tuanan,10,2014,adult female with dependent,20.832,2.5,ok,7.063,4.5,ok,71.609,11.5,ok,56468.68,3.1,ok,77.49,3.29%,ok,49.93,6.73%,ok,0,0%,ok,29.68,6.68%,ok,66.64,8.93%,ok,0,0%,ok
731,6595,21-Oct-14,Idun,4:57:00 AM,Gismo,FALSE,,FALSE,TRUE,1.026,Tuanan,10,2014,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3184,11-Feb-09,Sofi,7:29:00 AM,Preman,FALSE,no name on filter papers and bottles; ketones tested twice,FALSE,FALSE,1.011,Tuanan,2,2009,adult flanged male,,,,,,,691.126,8.7,ok,10719.76,8.3,ok,6.04,2.67%,ok,53.76,13.91%,ok,32.22,0%,ok,0,6.15%,ok,0,4.04%,ok,0,0%,ok
2,,24-Jan-09,Nadine,5:00:00 AM,Kondor,FALSE,cant figure out when this sample was collected? Data sheet is very messy so no folow number,FALSE,TRUE,1.002,Tuanan,1,2009,independent immature (older juvs),,,,,,,953.678,1.9,ok,814.778,9.1,ok,,,,,,,,,,,,,,,,,,
2A,,21-Mar-09,Lynda,10:28:00 AM,Kerry,FALSE,no follow number for Kerry on this date,FALSE,FALSE,,Tuanan,3,2009,adult female with dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B,3244,23-Mar-09,Lynda,6:28:00 AM,Preman,FALSE,,TRUE,FALSE,,Tuanan,3,2009,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3265,31-Mar-09,Idun,5:11:00 AM,Milo,FALSE,"Mindy, Mawas, Jinak, Jesi (party yesterday the whole afternoon until nest)",FALSE,TRUE,1.01,Tuanan,3,2009,semi-independent immature (juveniles),,,,,,,124.085,15.3,ok,3111.305,11.2,ok,12.37,0%,ok,35.5,4.56%,ok,14.52,0%,ok,1.33,0%,ok,2.86,0%,ok,76.31,0%,ok
4,3272,01-Apr-09,Moritz,11:18:00 AM,Preman,FALSE,"Jinak, Jesi, nest party with Preman but in the morning Preman directly leaves so no more party; urine looks like normal water, but they're sure it's urine",FALSE,FALSE,1.004,Tuanan,4,2009,adult flanged male,,,,,,,,,,,,,,,,0,0%,ok,32.22,33.28%,,0,4.88%,ok,0,0%,ok,0,0%,ok
5,3277,02-Apr-09,Idun,,Jerry,FALSE,,FALSE,FALSE,1.026,Tuanan,4,2009,dependent immature non-clinging infant (4yrs-weaned),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3310,18-Apr-09,Moritz,,Niko,FALSE,,FALSE,FALSE,1.004,Tuanan,4,2009,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3341,04-May-09,Moritz,11:52:00 AM,Preman,FALSE,"urine from leafs, probably some particles inside resolved and give the strange color; dirt from the leaves in urine",TRUE,FALSE,1.034,Tuanan,5,2009,adult flanged male,,,,,,,,,,,,,90.25,19.73%,,49.82,47.14%,,0,0%,ok,0,13.99%,ok,73.87,0.57%,ok,0,0%,ok
8,3348,06-May-09,Idun,5:44:00 PM,Preman,FALSE,some particles but no fecal particles in urine; follow number is from the 5th - no follow on the 6th,FALSE,TRUE,1.031,Tuanan,5,2009,adult flanged male,,,,,,,,,,,,,0,0%,ok,0,0%,ok,0,6.15%,ok,0,0%,ok,0,3.63%,ok,0,2.77%,ok
9,3351,07-May-09,Moritz,12:44:00 PM,Gismo,FALSE,"maybe there was copulation in the morning, but nobody really saw it, they are not sure at all; urine in the forest still yellow, in camp at night reddish; Desy-Desi party since 2.5 days",FALSE,FALSE,1.044,Tuanan,5,2009,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3362,13-May-09,Idun,8:26:00 AM,Juni,FALSE,,FALSE,FALSE,1.027,Tuanan,5,2009,adult female with dependent,,,,,,,,,,,,,40.34,31.43%,,90.14,26.19%,,15.73,10.88%,ok,2.9,9.03%,ok,3.31,0%,ok,86.43,3.45%,ok
11,3366,14-May-09,Nadine,11:10:00 AM,Ekko,FALSE,,FALSE,FALSE,,Tuanan,5,2009,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3428,25-May-09,Idun,6:56:00 AM,Preman,FALSE,,FALSE,FALSE,1.016,Tuanan,5,2009,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3431,26-May-09,Idun,8:59:00 AM,Desy,FALSE,in the afternoon there was a party with an unflanged male to the nest from 12:00 PM; in the afternoon there was a copulation with an unflanged male but after the urine was taken,FALSE,FALSE,1.018,Tuanan,5,2009,adult female with dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3442,05-Jun-09,Tono,5:15:00 AM,Dolay,FALSE,,TRUE,TRUE,,Tuanan,6,2009,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3444,06-Jun-09,Moritz,6:00:00 AM,Dolay,FALSE,,TRUE,FALSE,1.036,Tuanan,6,2009,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3447,07-Jun-09,Idun,8:24:00 AM,Unknown flanged male,FALSE,wendy thinks could be Helium,FALSE,FALSE,1.025,Tuanan,6,2009,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3454,08-Jun-09,Idun,5:13:00 AM,Kerry,FALSE,,FALSE,TRUE,1.039,Tuanan,6,2009,adult female with dependent,,,,,,,588.799,5.3,ok,4880.78,2,ok,74.06,0%,ok,97.72,0%,ok,16.94,0%,ok,5.31,0%,ok,79.92,0%,ok,88.42,0%,ok
18,3457,09-Jun-09,Idun,5:35:00 AM,Mindy,FALSE,Milo is her young female child,FALSE,TRUE,1.019,Tuanan,6,2009,adult female with dependent,,,,,,,148.243,7.7,ok,4366.495,2.9,ok,0,9.43%,ok,0,8%,ok,22.36,8.84%,ok,0,5.05%,ok,40.84,6.33%,ok,31.63,10.1%,ok
19,3458,09-Jun-09,Idun,7:19:00 AM,Milo,FALSE,,FALSE,FALSE,1.011,Tuanan,6,2009,semi-independent immature (juveniles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,3459,09-Jun-09,Idun,12:25:00 PM,Unknown unflanged male,FALSE,Mindy is a female with a child in the mother,FALSE,FALSE,1.035,Tuanan,6,2009,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,3468,12-Jun-09,Moritz,9:22:00 AM,Ekko,FALSE,,FALSE,FALSE,1.02,Tuanan,6,2009,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,3480,15-Jun-09,Abuk,10:21:00 AM,Mindy,FALSE,Milo is her young female child,FALSE,FALSE,1.026,Tuanan,6,2009,adult female with dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,3481,15-Jun-09,Abuk,8:16:00 AM,Milo,FALSE,,FALSE,FALSE,1.015,Tuanan,6,2009,semi-independent immature (juveniles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,3485,16-Jun-09,Tono,6:56:00 AM,Milo,FALSE,Mindy is her mother and Mawas is her younger brother,FALSE,FALSE,1.01,Tuanan,6,2009,semi-independent immature (juveniles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3491,18-Jun-09,Moritz,5:17:00 AM,Dayak,FALSE,,FALSE,TRUE,1.046,Tuanan,6,2009,adult unflanged male,,,,,,,,,,,,,20.14,0%,ok,58.58,0%,ok,16.94,0%,ok,2.09,0%,ok,2.86,0%,ok,84.42,0%,ok
26,,01-Jul-09,Idun,6:08:00 AM,Deri,FALSE,brief party with Preman; no focal number for Deri only Desi,TRUE,FALSE,,Tuanan,7,2009,dependent immature non-clinging infant (4yrs-weaned),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,3496,01-Jul-09,Idun,10:06:00 AM,Desy,FALSE,brief party with Preman; ketones in camp might be due to the black color and no testing in the forest,FALSE,FALSE,1.019,Tuanan,7,2009,adult female with dependent,,,,,,,89.389,3.7,ok,6121.927,9.8,ok,14.62,0%,ok,39.92,4.04%,ok,15.73,10.88%,ok,1.58,0%,ok,3.31,0%,ok,80.39,0%,ok
28,3495,01-Jul-09,Idun,5:08:00 AM,Preman,FALSE,brief party with Desy and Deri,FALSE,TRUE,1.022,Tuanan,7,2009,adult flanged male,,,,,,,,,,,,,0,0%,ok,0,0%,ok,0,0%,ok,0,5.66%,ok,22.76,1.7%,ok,0,0%,ok
29,,09-Jul-09,Abuk,7:31:00 AM,Jip,FALSE,no focal follow number for Jip; Juni was 3507,FALSE,FALSE,,Tuanan,7,2009,dependent immature - clinging infant (0-4yrs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,10-Jul-09,Nadine,6:33:00 AM,Jip,FALSE,Juni is his mother; 3508 is Juni's follow number,FALSE,FALSE,,Tuanan,7,2009,dependent immature - clinging infant (0-4yrs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,10-Jul-09,Nadine,9:10:00 AM,Jip,FALSE,Juni is his mother; 3508 is Juni's follow number,FALSE,FALSE,1.007,Tuanan,7,2009,dependent immature - clinging infant (0-4yrs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,3511,13-Jul-09,Idun,7:23:00 AM,Juni,FALSE,,FALSE,FALSE,1.026,Tuanan,7,2009,adult female with dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,14-Jul-09,Tono,9:57:00 AM,Jip,FALSE,his mother is Juni; Juni is 3512,FALSE,FALSE,,Tuanan,7,2009,dependent immature - clinging infant (0-4yrs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,3522,26-Jul-09,Idun,10:22:00 AM,Milo,FALSE,,FALSE,FALSE,1.035,Tuanan,7,2009,semi-independent immature (juveniles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,3532,29-Jul-09,Idun,10:08:00 AM,Milo,FALSE,,TRUE,FALSE,1.016,Tuanan,7,2009,semi-independent immature (juveniles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,3531,29-Jul-09,Idun,9:08:00 AM,MindyMawas,FALSE,her child is Milo,FALSE,FALSE,1.031,Tuanan,7,2009,adult female with dependent,,,,,,,,,,,,,,,,0,11.31%,ok,7.19,14.63%,ok,0,14.14%,ok,0,8.32%,ok,0,2.77%,ok
37,3539,30-Jul-09,Idun,12:31:00 PM,Preman,FALSE,,FALSE,FALSE,1.043,Tuanan,7,2009,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,3537,30-Jul-09,Abuk,11:28:00 AM,Milo,FALSE,,FALSE,FALSE,1.020,Tuanan,7,2009,semi-independent immature (juveniles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,3543,31-Jul-09,Abuk,11:17:00 AM,Unknown flanged male,FALSE,,TRUE,FALSE,1.021,Tuanan,7,2009,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,3550,01-Aug-09,Abuk,12:08:00 PM,Preman,FALSE,,TRUE,FALSE,1.037,Tuanan,8,2009,adult flanged male,,,,,,,,,,,,,,,,0,2.77%,ok,0,6.15%,ok,0,0%,ok,10.6,2.67%,ok,0,0%,ok
41,3552,02-Aug-09,Abuk,7:05:00 AM,Milo,FALSE,,FALSE,FALSE,1.011,Tuanan,8,2009,semi-independent immature (juveniles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,3554,03-Aug-09,Abuk,2:29:00 PM,unknown indiv,FALSE,,FALSE,FALSE,1.029,Tuanan,8,2009,adult female with dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,3563,04-Aug-09,Rahmatd,4:04:00 PM,Unknown flanged male,FALSE,,TRUE,FALSE,1.021,Tuanan,8,2009,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,3577,28-Aug-09,Idun,5:16:00 AM,Unknown flanged male,FALSE,,TRUE,TRUE,1.052,Tuanan,8,2009,adult flanged male,,,,,,,,,,,,,0,3.45%,ok,2.34,11.26%,ok,0,0%,ok,0,12.86%,ok,0,4.88%,ok,0,2.89%,ok
45,,21-Sep-09,Moritz,8:15:00 AM,Mawas,FALSE,Mindy and Jinak are females; Milo and Jerry are juveniles; Milo was 3584 but only one with follow number that day,FALSE,FALSE,1.005,Tuanan,9,2009,dependent immature non-clinging infant (4yrs-weaned),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,27-Sep-09,Idun,4:58:00 AM,Sidony,FALSE,no follow number for Sidony only Streisel,FALSE,TRUE,1.031,Tuanan,9,2009,adult female no dependent,,,,,,,,,,,,,0,0%,ok,4.35,7.19%,ok,0,6.73%,ok,4.41,0%,ok,0,4.56%,ok,0,2.89%,ok
47,3588,27-Sep-09,Idun,5:01:00 AM,Streisel,FALSE,,FALSE,TRUE,1.032,Tuanan,9,2009,semi-independent immature (juveniles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,3594,05-Oct-09,Idun,8:19:00 AM,Milo,FALSE,,TRUE,FALSE,1.039,Tuanan,10,2009,semi-independent immature (juveniles),,,,,,,,,,,,,20.73,0%,ok,0,5.44%,ok,0,0%,ok,0,0%,ok,0,0%,ok,31.63,0%,ok
49,3604,08-Oct-09,Tono,5:15:00 AM,Juni,FALSE,the stick seemed like a moderate color before dipped in the urine,FALSE,TRUE,1.037,Tuanan,10,2009,adult female with dependent,,,,,,,,,,,,,346.04,7.52%,ok,44.33,5.14%,ok,22.36,0%,ok,0,0%,ok,0,0%,ok,154.51,1.1%,ok
50,,08-Oct-09,Abuk,6:19:00 AM,Jip,FALSE,Juni follow is 3604,FALSE,FALSE,1.006,Tuanan,10,2009,dependent immature - clinging infant (0-4yrs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,3607,09-Oct-09,Tono,11:31:00 AM,Juni,FALSE,,TRUE,FALSE,1.029,Tuanan,10,2009,adult female with dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,3611,11-Oct-09,Idun,5:12:00 AM,Juni,FALSE,,TRUE,TRUE,1.033,Tuanan,10,2009,adult female with dependent,,,,,,,1526.109,3.4,ok,2236.632,1,ok,21.78,3.82%,ok,42.13,11.47%,ok,20.58,8.32%,ok,1.52,5.66%,ok,28.07,1.43%,ok,86.43,3.45%,ok
53,3615,18-Oct-09,Idun,7:48:00 AM,Desy,FALSE,,TRUE,FALSE,1.027,Tuanan,10,2009,adult female with dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,3615,18-Oct-09,Idun,12:18:00 PM,Desy,FALSE,,FALSE,FALSE,1.023,Tuanan,10,2009,adult female with dependent,,,,,,,158.386,0.9,ok,1727.511,3,ok,14.62,0%,ok,90.14,5.24%,ok,19.37,0%,ok,4.33,4.04%,ok,3.97,0%,ok,92.38,6.43%,ok
55,3616,18-Oct-09,Abuk,4:39:00 AM,Unknown flanged male,FALSE,,TRUE,TRUE,1.029,Tuanan,10,2009,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,3617,19-Oct-09,Tono,5:07:00 AM,Desy,FALSE,,TRUE,FALSE,1.038,Tuanan,10,2009,adult female with dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,3621,24-Oct-09,Abuk,5:01:00 AM,Ido,FALSE,,TRUE,TRUE,1.024,Tuanan,10,2009,semi-independent immature (juveniles),,,,,,,,,,,,,13.5,0%,ok,33.29,4.88%,ok,7.19,4.88%,ok,158.75,0.37%,ok,105.24,1.89%,ok,0,5.89%,ok
58,3622,25-Oct-09,Idun,10:20:00 AM,Ido,FALSE,,TRUE,FALSE,1.025,Tuanan,10,2009,semi-independent immature (juveniles),,,,,,,,,,,,,17.4,4.88%,ok,34.4,0%,ok,14.52,0%,ok,1.27,6.73%,ok,3.31,0%,ok,78.35,3.82%,ok
266,4616,30-Sep-11,Abuk,12:03:00 PM,Juni,FALSE,the data sheet says Sept 2 but we think the date is wrong in the urine sheet as the previous urine sample is on the 28 Sept,TRUE,FALSE,1.033,Tuanan,9,2011,adult female with dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,4612,28-Sep-11,Idun,11:12:00 AM,Kerry,FALSE,,TRUE,FALSE,1.029,Tuanan,9,2011,adult female with dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,4611,27-Sep-11,Idun,5:06:00 AM,Niko,FALSE,,TRUE,TRUE,1.048,Tuanan,9,2011,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,4604,26-Sep-11,Idun,8:39:00 AM,Kondor,FALSE,,TRUE,FALSE,1.032,Tuanan,9,2011,independent immature (older juvs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,4602,25-Sep-11,Idun,5:05:00 AM,Mindy,FALSE,her children are Mawas and Milo,TRUE,TRUE,1.038,Tuanan,9,2011,adult female with dependent,,,,,,,,,,,,,31.85,6.39%,ok,,,,,,,,,,,,,,,
261,4591,18-Sep-11,Idun,5:21:00 AM,Milo,FALSE,,FALSE,TRUE,1.037,Tuanan,9,2011,independent immature (older juvs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,4555,03-Aug-11,Idun,5:04:00 AM,Niko,FALSE,,TRUE,TRUE,1.033,Tuanan,8,2011,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,4549,31-Jul-11,Abuk,7:30:00 AM,Fish,FALSE,,TRUE,FALSE,1.044,Tuanan,7,2011,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,4551,27-Jul-11,Idun,5:09:00 AM,Fatih,FALSE,,TRUE,TRUE,1.041,Tuanan,7,2011,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,4550,26-Jul-11,Idun,3:12:00 PM,Fatih,FALSE,,TRUE,FALSE,1.029,Tuanan,7,2011,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,4543,24-Jul-11,Idun,5:35:00 AM,Fayesh,FALSE,,TRUE,TRUE,1.039,Tuanan,7,2011,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,4542,23-Jul-11,Idun,3:42:00 PM,Fayesh,FALSE,,TRUE,FALSE,1.032,Tuanan,7,2011,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,4527,26-Jun-11,Idun,12:58:00 PM,Jip,FALSE,,TRUE,FALSE,1.032,Tuanan,6,2011,dependent immature non-clinging infant (4yrs-weaned),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,4446,27-Mar-11,Idun,5:48:00 AM,Gismo,FALSE,,TRUE,TRUE,1.007,Tuanan,3,2011,adult unflanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,4434,23-Mar-11,Idun,9:32:00 AM,Juni,FALSE,,TRUE,FALSE,1.027,Tuanan,3,2011,adult female with dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,4381,02-Feb-11,Rahmatd,5:15:00 AM,Tomi,FALSE,,TRUE,TRUE,1.028,Tuanan,2,2011,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,4324,02-Jan-11,Idun,4:50:00 AM,Kerry,FALSE,her son is Kino,FALSE,TRUE,1.026,Tuanan,1,2011,adult female with dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,4296,10-Dec-10,Rahmatd,11:50:00 AM,Streisel,FALSE,,TRUE,FALSE,1.028,Tuanan,12,2010,semi-independent immature (juveniles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,4259,23-Nov-10,Idun,5:59:00 AM,Dolay,FALSE,,TRUE,FALSE,1.099,Tuanan,11,2010,adult flanged male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
